,card,link,mana,n
21,Demon's Disciple,price/Commander+Masters/Demons+Disciple#paper, 2 black,1
22,Eternal Witness,price/Starter+Commander/Eternal+Witness#paper, 1 green green,1
23,Fleshbag Marauder,price/Ravnica+Clue+Edition/Fleshbag+Marauder#paper, 2 black,1
24,Freestrider Lookout,price/Outlaws+of+Thunder+Junction/Freestrider+Lookout-planeswalker+stamp#paper, 2 green,1
25,Glissa Sunslayer,price/PhyrexiaAll+Will+Be+One/Glissa+Sunslayer-showcase#paper, 1 black green,1
26,Honest Rutstein,price/Outlaws+of+Thunder+Junction/Honest+Rutstein#paper, 1 black green,1
27,"Kaervek, the Punisher",price/Outlaws+of+Thunder+Junction/Kaervek+the+Punisher-showcase#paper, 1 black black,1
28,Merciless Executioner,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Merciless+Executioner#paper, 2 black,1
29,Morbid Opportunist,price/Outlaws+of+Thunder+Junction+Commander/Morbid+Opportunist#paper, 2 black,1
30,Scrap Trawler,price/March+of+the+Machine+Commander/Scrap+Trawler#paper, 3,1
31,Grim Hireling,price/Adventures+in+the+Forgotten+Realms+Commander/Grim+Hireling#paper, 3 black,1
32,Sly Requisitioner,price/Aether+Revolt/Sly+Requisitioner#paper, 4 black,1
33,Marionette Master,price/The+Brothers+War+Commander/Marionette+Master-retro#paper, 4 black black,1
34,Herald of Anguish,price/The+Brothers+War+Commander/Herald+of+Anguish-retro#paper, 5 black black,1
35,Metalwork Colossus,price/The+Brothers+War+Commander/Metalwork+Colossus-retro#paper, 11,1
36,"Karn, the Great Creator",price/Ravnica+Remastered/Karn+the+Great+Creator#paper, 4,1
37,Abrupt Decay,price/Breaking+News/Abrupt+Decay-showcase#paper, black green,1
38,Assassin's Trophy,price/Ravnica+Murders+at+Karlov+Manor/Assassins+Trophy-extended#paper, black green,1
39,Deadly Dispute,price/Outlaws+of+Thunder+Junction+Commander/Deadly+Dispute#paper, 1 black,1
40,Feed the Swarm,price/Outlaws+of+Thunder+Junction+Commander/Feed+the+Swarm#paper, 1 black,1
41,Liliana's Triumph,price/War+of+the+Spark/Lilianas+Triumph#paper, 1 black,1
42,Night's Whisper,price/Dominaria+United+Commander/Nights+Whisper#paper, 1 black,1
43,Sheoldred's Edict,price/PhyrexiaAll+Will+Be+One/Sheoldreds+Edict#paper, 1 black,1
44,Morbid Curiosity,price/Battlebond/Morbid+Curiosity#paper, 1 black black,1
45,Culling Ritual,price/Outlaws+of+Thunder+Junction+Commander/Culling+Ritual#paper, 2 black green,1
46,Lich-Knights' Conquest,price/Wilds+of+Eldraine:Foil/Lich-Knights+Conquest-bundle#paper, 4 black,1
47,Thrilling Encore,price/Wilds+of+Eldraine+Commander/Thrilling+Encore#paper, 4 black,1
48,Mishra's Bauble,price/The+Brothers+War+Retro+Frame+Artifacts/Mishras+Bauble-retro#paper, 0,1
49,Urza's Bauble,price/Fifth+Edition/Urzas+Bauble#paper, 0,1
50,Nihil Spellbomb,price/Starter+Commander/Nihil+Spellbomb#paper, 1,1
51,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
52,Tarrian's Soulcleaver,price/Lost+Caverns+of+Ixalan/Tarrians+Soulcleaver#paper, 1,1
53,Vat of Rebirth,price/PhyrexiaAll+Will+Be+One/Vat+of+Rebirth#paper, black,1
54,Tarrian's Journal,price/Lost+Caverns+of+Ixalan/Tarrians+Journal#paper, 1 black,1
55,Inspiring Statuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Inspiring+Statuary#paper, 3,1
56,Smokestack,price/The+List/Smokestack#paper, 4,1
57,Mirrorworks,price/The+Brothers+War+Commander/Mirrorworks-retro#paper, 5,1
58,Utopia Sprawl,price/Ravnica+Remastered/Utopia+Sprawl#paper, green,1
59,Wild Growth,price/Dominaria+Remastered/Wild+Growth-retro#paper, green,1
60,Vraska Joins Up,price/Outlaws+of+Thunder+Junction/Vraska+Joins+Up#paper, black green,1
61,Agent of the Iron Throne,price/Commander+Legends+Battle+for+Baldurs+Gate/Agent+of+the+Iron+Throne#paper, 2 black,1
62,Viridian Revel,price/Scars+of+Mirrodin/Viridian+Revel#paper, 1 green green,1
63,Death in Heaven,price/Doctor+Who/Death+in+Heaven#paper, 3 black,1
64,Blooming Marsh,price/Outlaws+of+Thunder+Junction/Blooming+Marsh#paper,,1
65,Bojuka Bog,price/Outlaws+of+Thunder+Junction+Commander/Bojuka+Bog#paper,,1
66,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
67,Darkmoss Bridge,price/Modern+Horizons+2/Darkmoss+Bridge#paper,,1
68,Festering Gulch,price/Outlaws+of+Thunder+Junction/Festering+Gulch#paper,,1
69,Forest,price/Theros+Beyond+Death/Forest-254#paper,,12
70,Golgari Rot Farm,price/Ravnica+Clue+Edition/Golgari+Rot+Farm#paper,,1
71,Llanowar Wastes,price/Outlaws+of+Thunder+Junction+Commander/Llanowar+Wastes#paper,,1
72,Necroblossom Snarl,price/Phyrexia+All+Will+Be+One+Commander/Necroblossom+Snarl#paper,,1
73,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,12
74,Tainted Wood,price/Fallout/Tainted+Wood#paper,,1
75,The Shire,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/The+Shire#paper,,1
76,Viridescent Bog,price/Outlaws+of+Thunder+Junction+Commander/Viridescent+Bog#paper,,1
77,Woodland Cemetery,price/Outlaws+of+Thunder+Junction+Commander/Woodland+Cemetery#paper,,1
