,card,link,mana,n
52,Voltaic Key,price/Duel+Decks+Phyrexia+vs+the+Coalition/Voltaic+Key#paper, 1,1
53,Wayfarer's Bauble,price/Lost+Caverns+of+Ixalan+Commander/Wayfarers+Bauble#paper, 1,1
54,Wizard's Rockets,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Wizards+Rockets#paper, 1,1
55,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
56,Fellwar Stone,price/Outlaws+of+Thunder+Junction+Commander/Fellwar+Stone#paper, 2,1
57,Helm of Awakening,price/Dominaria+Remastered/Helm+of+Awakening-retro#paper, 2,1
58,Ichor Wellspring,price/The+Brothers+War+Commander/Ichor+Wellspring-retro#paper, 2,1
59,Isochron Scepter,price/Duel+Decks+Izzet+vs+Golgari/Isochron+Scepter#paper, 2,1
60,Liquimetal Torque,price/Modern+Horizons+2/Liquimetal+Torque-retro#paper, 2,1
61,Mind Stone,price/Fallout/Mind+Stone#paper, 2,1
62,Neurok Stealthsuit,price/Fifth+Dawn/Neurok+Stealthsuit#paper, 2,1
63,Pentad Prism,price/Double+Masters/Pentad+Prism#paper, 2,1
64,Prophetic Prism,price/Wilds+of+Eldraine/Prophetic+Prism#paper, 2,1
65,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
66,Talisman of Creativity,price/Commander+Legends+Battle+for+Baldurs+Gate/Talisman+of+Creativity#paper, 2,1
67,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
68,Winged Boots,price/Outlaws+of+Thunder+Junction+Commander/Winged+Boots#paper, 1 blue,1
69,Cloud Key,price/The+Brothers+War+Retro+Frame+Artifacts/Cloud+Key-retro#paper, 3,1
70,Izzet Locket,price/Commander+2019/Izzet+Locket#paper, 3,1
71,Semblance Anvil,price/The+Brothers+War+Retro+Frame+Artifacts/Semblance+Anvil-retro#paper, 3,1
72,Mystic Forge,price/Fallout/Mystic+Forge#paper, 4,1
73,Thran Dynamo,price/The+Brothers+War+Commander/Thran+Dynamo-retro#paper, 4,1
74,Gilded Lotus,price/The+Brothers+War+Retro+Frame+Artifacts/Gilded+Lotus-retro#paper, 5,1
75,Buried Ruin,price/Fallout/Buried+Ruin#paper,,1
76,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
77,Ferrous Lake,price/Outlaws+of+Thunder+Junction+Commander/Ferrous+Lake#paper,,1
78,Island,price/Theros+Beyond+Death/Island-251#paper,,8
79,Izzet Boilerworks,price/Outlaws+of+Thunder+Junction+Commander/Izzet+Boilerworks#paper,,1
80,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,8
81,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
82,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
83,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
84,Shivan Reef,price/Outlaws+of+Thunder+Junction+Commander/Shivan+Reef#paper,,1
85,Spire of Industry,price/Ravnica+Murders+at+Karlov+Manor+Commander/Spire+of+Industry#paper,,1
