,card,link,mana,n
0,"Rakdos, the Muscle",price/Outlaws+of+Thunder+Junction/Rakdos+the+Muscle#paper, 2 black black red,1
1,Forsaken Miner,price/Outlaws+of+Thunder+Junction/Forsaken+Miner#paper, black,1
2,Greedy Freebooter,price/Lost+Caverns+of+Ixalan/Greedy+Freebooter#paper, black,1
3,Haunt of the Dead Marshes,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Haunt+of+the+Dead+Marshes#paper, black,1
4,Persistent Specimen,price/Innistrad+Crimson+Vow/Persistent+Specimen#paper, black,1
5,"Gollum, Patient Plotter",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Gollum+Patient+Plotter-showcase#paper, 1 black,1
6,"Juri, Master of the Revue",price/Multiverse+Legends/Juri+Master+of+the+Revue#paper, black red,1
7,"Kalain, Reclusive Painter",price/Adventures+in+the+Forgotten+Realms/Kalain+Reclusive+Painter-showcase#paper, black red,1
8,"Kroxa, Titan of Death's Hunger",price/Multiverse+Legends/Kroxa+Titan+of+Deaths+Hunger#paper, black red,1
9,"Magda, the Hoardmaster",price/Outlaws+of+Thunder+Junction/Magda+the+Hoardmaster#paper, 1 red,1
10,Reassembling Skeleton,price/Adventures+in+the+Forgotten+Realms+Commander/Reassembling+Skeleton#paper, 1 black,1
11,"Ayara, Widow of the Realm",price/March+of+the+Machine/Ayara+Widow+of+the+Realm#paper, 1 black black,1
12,Laughing Jasper Flint,price/Outlaws+of+Thunder+Junction/Laughing+Jasper+Flint#paper, 1 black red,1
13,"Lord Skitter, Sewer King",price/Wilds+of+Eldraine/Lord+Skitter+Sewer+King#paper, 2 black,1
14,"Mahadi, Emporium Master",price/Commander+Legends+Battle+for+Baldurs+Gate/Mahadi+Emporium+Master-showcase#paper, 1 black red,1
15,Mayhem Devil,price/Ravnica+Remastered/Mayhem+Devil-retro#paper, 1 black red,1
16,Treasure Nabber,price/Commander+Masters/Treasure+Nabber#paper, 2 red,1
17,"Atsushi, the Blazing Sky",price/Kamigawa+Neon+Dynasty/Atsushi+the+Blazing+Sky#paper, 2 red red,1
18,Immersturm Predator,price/Kaldheim/Immersturm+Predator#paper, 2 black red,1
19,Scampering Surveyor,price/Lost+Caverns+of+Ixalan/Scampering+Surveyor#paper, 4,1
20,Solemn Simulacrum,price/Fallout/Solemn+Simulacrum#paper, 4,1
21,"Gisa, the Hellraiser",price/Outlaws+of+Thunder+Junction/Gisa+the+Hellraiser#paper, 3 black black,1
22,"Junji, the Midnight Sky",price/Kamigawa+Neon+Dynasty/Junji+the+Midnight+Sky#paper, 3 black black,1
23,"Kazuul, Tyrant of the Cliffs",price/Ravnica+Murders+at+Karlov+Manor+Commander/Kazuul+Tyrant+of+the+Cliffs#paper, 3 red red,1
24,Massacre Girl,price/Outlaws+of+Thunder+Junction+Commander/Massacre+Girl#paper, 3 black black,1
25,"Raphael, Fiendish Savior",price/Commander+Legends+Battle+for+Baldurs+Gate/Raphael+Fiendish+Savior-showcase#paper, 3 black red,1
26,Massacre Wurm,price/Ravnica+Murders+at+Karlov+Manor+Commander/Massacre+Wurm#paper, 3 black black black,1
27,"Rakdos, Patron of Chaos",price/Ravnica+Murders+at+Karlov+Manor/Rakdos+Patron+of+Chaos-showcase+Dossier#paper, 4 black red,1
28,Butcher of Malakir,price/Lost+Caverns+of+Ixalan+Commander/Butcher+of+Malakir#paper, 5 black black,1
29,The Balrog of Moria,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/The+Balrog+of+Moria#paper, 4 black black red,1
30,"The Balrog, Durin's Bane",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/The+Balrog+Durins+Bane#paper, 5 black red,1
31,Hoarding Broodlord,price/March+of+the+Machine/Hoarding+Broodlord#paper, 5 black black black,1
32,Black Sun's Twilight,price/PhyrexiaAll+Will+Be+One/Black+Suns+Twilight#paper, x black,1
33,Dark Ritual,price/Fifth+Edition/Dark+Ritual#paper, black,1
34,Eaten Alive,price/Jumpstart+2022/Eaten+Alive#paper, black,1
35,Bitter Triumph,price/Lost+Caverns+of+Ixalan/Bitter+Triumph#paper, 1 black,1
36,Feed the Swarm,price/Outlaws+of+Thunder+Junction+Commander/Feed+the+Swarm#paper, 1 black,1
37,Return the Favor,price/Outlaws+of+Thunder+Junction/Return+the+Favor#paper, red red,1
38,Reverberate,price/Warhammer+40K+Commander+Decks/Reverberate#paper, red red,1
39,Wild Magic Surge,price/Commander+Legends+Battle+for+Baldurs+Gate/Wild+Magic+Surge#paper, red red,1
40,Bedevil,price/Breaking+News/Bedevil-showcase#paper, black black red,1
41,Chaos Warp,price/Outlaws+of+Thunder+Junction+Commander/Chaos+Warp#paper, 2 red,1
42,Display of Power,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Display+of+Power#paper, 1 red red,1
43,Victimize,price/March+of+the+Machine+Commander/Victimize#paper, 2 black,1
44,Baleful Mastery,price/Outlaws+of+Thunder+Junction+Commander/Baleful+Mastery#paper, 3 black,1
45,Blood for Bones,price/Core+Set+2020/Blood+for+Bones#paper, 3 black,1
46,Chain Reaction,price/Starter+Commander/Chain+Reaction#paper, 2 red red,1
47,This Is How It Ends,price/Doctor+Who/This+Is+How+It+Ends#paper, 3 black,1
48,Overwhelming Remorse,price/The+Brothers+War/Overwhelming+Remorse#paper, 4 black,1
49,Structural Assault,price/Streets+of+New+Capenna/Structural+Assault#paper, 3 red red,1
50,Wake to Slaughter,price/Innistrad+Midnight+Hunt/Wake+to+Slaughter#paper, 3 black red,1
51,Blood Money,price/Lost+Caverns+of+Ixalan+Commander/Blood+Money#paper, 5 black black,1
52,Breach the Multiverse,price/March+of+the+Machine/Breach+the+Multiverse#paper, 5 black black,1
53,Necromantic Selection,price/Starter+Commander/Necromantic+Selection#paper, 4 black black black,1
54,Decree of Pain,price/Warhammer+40K+Commander+Decks/Decree+of+Pain#paper, 6 black black,1
55,Blasphemous Act,price/The+Brothers+War+Commander/Blasphemous+Act-retro#paper, 8 red,1
56,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
57,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
58,Rakdos Signet,price/Outlaws+of+Thunder+Junction+Commander/Rakdos+Signet#paper, 2,1
59,Talisman of Indulgence,price/Fallout/Talisman+of+Indulgence#paper, 2,1
60,Aetherflux Reservoir,price/Mystery+Booster/Aetherflux+Reservoir#paper, 4,1
61,Bolas's Citadel,price/War+of+the+Spark/Bolass+Citadel#paper, 3 black black black,1
62,Case of the Stashed Skeleton,price/Ravnica+Murders+at+Karlov+Manor/Case+of+the+Stashed+Skeleton#paper, 1 black,1
63,At Knifepoint,price/Outlaws+of+Thunder+Junction/At+Knifepoint#paper, 1 black red,1
64,Leyline of the Void,price/Enchanting+Tales/Leyline+of+the+Void#paper, 2 black black,1
65,Bojuka Bog,price/Outlaws+of+Thunder+Junction+Commander/Bojuka+Bog#paper,,1
66,Canyon Slough,price/Outlaws+of+Thunder+Junction+Commander/Canyon+Slough#paper,,1
67,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
68,Dragonskull Summit,price/Outlaws+of+Thunder+Junction+Commander/Dragonskull+Summit#paper,,1
69,Drossforge Bridge,price/Modern+Horizons+2/Drossforge+Bridge#paper,,1
70,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
71,Foreboding Ruins,price/Lost+Caverns+of+Ixalan+Commander/Foreboding+Ruins#paper,,1
72,Mines of Moria,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Mines+of+Moria-borderless#paper,,1
73,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,9
74,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
75,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
76,Pit of Offerings,price/Lost+Caverns+of+Ixalan/Pit+of+Offerings#paper,,1
77,Rakdos Carnarium,price/Ravnica+Clue+Edition/Rakdos+Carnarium#paper,,1
78,Shadowblood Ridge,price/Outlaws+of+Thunder+Junction+Commander/Shadowblood+Ridge#paper,,1
79,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
