,card,link,mana,n
22,Ulamog's Crusher,price/Commander+Masters/Ulamogs+Crusher#paper, 8,1
23,Artisan of Kozilek,price/Commander+Masters/Artisan+of+Kozilek#paper, 9,1
24,Hand of Emrakul,price/Rise+of+the+Eldrazi/Hand+of+Emrakul#paper, 9,1
25,Void Winnower,price/Battle+for+Zendikar/Void+Winnower#paper, 9,1
26,Desolation Twin,price/Battle+for+Zendikar/Desolation+Twin#paper, 10,1
27,"Kozilek, Butcher of Truth",price/The+List/Kozilek+Butcher+of+Truth#paper, 10,1
28,"Kozilek, the Great Distortion",price/Commander+Masters/Kozilek+the+Great+Distortion#paper, 8 colorless colorless,1
29,Spawnsire of Ulamog,price/Rise+of+the+Eldrazi/Spawnsire+of+Ulamog#paper, 10,1
30,"Ulamog, the Ceaseless Hunger",price/Commander+Masters/Ulamog+the+Ceaseless+Hunger-borderless+profile#paper, 10,1
31,Pathrazer of Ulamog,price/Mystery+Booster/Pathrazer+of+Ulamog#paper, 11,1
32,It That Betrays,price/Commander+Masters/It+That+Betrays#paper, 12,1
33,"Emrakul, the Promised End",price/Eldritch+Moon/Emrakul+the+Promised+End#paper, 13,1
34,"Ugin, the Ineffable",price/Commander+Masters/Ugin+the+Ineffable#paper, 6,1
35,Environmental Sciences,price/Strixhaven+School+of+Mages/Environmental+Sciences#paper, 2,1
36,Spatial Contortion,price/Commander+Masters/Spatial+Contortion#paper, 1 colorless,1
37,Warping Wail,price/Oath+of+the+Gatewatch/Warping+Wail#paper, 1 colorless,1
38,Expanded Anatomy,price/Strixhaven+School+of+Mages/Expanded+Anatomy#paper, 3,1
39,Introduction to Prophecy,price/Strixhaven+School+of+Mages/Introduction+to+Prophecy#paper, 3,1
40,Titan's Presence,price/Jumpstart+2022/Titans+Presence#paper, 3,1
41,Gruesome Slaughter,price/Battle+for+Zendikar/Gruesome+Slaughter#paper, 6,1
42,All Is Dust,price/Commander+Masters/All+Is+Dust#paper, 7,1
43,Mascot Exhibition,price/Strixhaven+School+of+Mages/Mascot+Exhibition#paper, 7,1
44,Not of This World,price/Commander+Masters/Not+of+This+World#paper, 7,1
45,Scour from Existence,price/Battle+for+Zendikar/Scour+from+Existence#paper, 7,1
46,Skittering Invasion,price/Rise+of+the+Eldrazi/Skittering+Invasion#paper, 7,1
47,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
48,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
49,Coldsteel Heart,price/Double+Masters+2022/Coldsteel+Heart#paper, 2,1
50,Guardian Idol,price/Jumpstart/Guardian+Idol#paper, 2,1
51,Mazemind Tome,price/Commander+Masters/Mazemind+Tome#paper, 2,1
52,Mind Stone,price/Fallout/Mind+Stone#paper, 2,1
53,Treasure Map,price/Lost+Caverns+of+Ixalan/Treasure+Map#paper, 2,1
54,Cloud Key,price/The+Brothers+War+Retro+Frame+Artifacts/Cloud+Key-retro#paper, 3,1
55,Cryptolith Fragment,price/Eldritch+Moon/Cryptolith+Fragment#paper, 3,1
56,Icon of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Icon+of+Ancestry#paper, 3,1
57,The Celestus,price/Innistrad+Midnight+Hunt/The+Celestus#paper, 3,1
58,Hedron Archive,price/Jumpstart+2022/Hedron+Archive#paper, 4,1
59,Maskwood Nexus,price/Commander+Legends+Battle+for+Baldurs+Gate/Maskwood+Nexus#paper, 4,1
60,Quicksilver Amulet,price/The+Brothers+War+Retro+Frame+Artifacts/Quicksilver+Amulet-schematics#paper, 4,1
61,The One Ring,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth:Foil/The+One+Ring-bundle#paper, 4,1
62,Forsaken Monument,price/Commander+Masters/Forsaken+Monument#paper, 5,1
63,Vanquisher's Banner,price/Lost+Caverns+of+Ixalan+Commander/Vanquishers+Banner#paper, 5,1
64,Portal to Phyrexia,price/The+Brothers+War/Portal+to+Phyrexia#paper, 9,1
65,Eldrazi Conscription,price/The+List/Eldrazi+Conscription#paper, 8,1
66,Ancient Tomb,price/Ultimate+Masters/Ancient+Tomb#paper,,1
67,Arch of Orazca,price/Lost+Caverns+of+Ixalan+Commander/Arch+of+Orazca#paper,,1
68,Arid Archway,price/Outlaws+of+Thunder+Junction/Arid+Archway#paper,,1
69,Blast Zone,price/Commander+Masters/Blast+Zone#paper,,1
70,Bonders' Enclave,price/Outlaws+of+Thunder+Junction+Commander/Bonders+Enclave#paper,,1
71,Cavern of Souls,price/Lost+Caverns+of+Ixalan/Cavern+of+Souls#paper,,1
72,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
73,Crawling Barrens,price/Zendikar+Rising/Crawling+Barrens#paper,,1
74,Darksteel Citadel,price/Commander+2014/Darksteel+Citadel#paper,,1
75,Drannith Ruins,price/March+of+the+Machine+The+Aftermath/Drannith+Ruins#paper,,1
76,Eldrazi Temple,price/The+List/Eldrazi+Temple#paper,,1
77,Eye of Ugin,price/Worldwake/Eye+of+Ugin#paper,,1
78,Faceless Haven,price/Kaldheim/Faceless+Haven#paper,,1
79,Spawning Bed,price/Battle+for+Zendikar/Spawning+Bed#paper,,1
80,Wastes,price/Commander+Masters/Wastes#paper,,20
