,card,link,mana,n
31,Unsummon,price/Magic+2011/Unsummon#paper, blue,1
32,Abrade,price/Starter+Commander/Abrade#paper, 1 red,1
33,Defabricate,price/The+Brothers+War/Defabricate#paper, 1 blue,1
34,Essence Capture,price/Breaking+News/Essence+Capture-showcase#paper, blue blue,1
35,Impede Momentum,price/Dominaria+United/Impede+Momentum#paper, 1 blue,1
36,Lightning Strike,price/Dominaria+United/Lightning+Strike#paper, 1 red,1
37,Slick Sequence,price/Outlaws+of+Thunder+Junction/Slick+Sequence#paper, blue red,1
38,Smash to Dust,price/Dominaria+United/Smash+to+Dust#paper, 1 red,1
39,Volcanic Spite,price/March+of+the+Machine/Volcanic+Spite#paper, 1 red,1
40,Burn Bright,price/Ravnica+Remastered/Burn+Bright#paper, 2 red,1
41,Excavation Explosion,price/The+Brothers+War/Excavation+Explosion#paper, 2 red,1
42,Flame of Anor,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Flame+of+Anor#paper, 1 blue red,1
43,Quick Study,price/Wilds+of+Eldraine/Quick+Study#paper, 2 blue,1
44,Saruman's Trickery,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Sarumans+Trickery#paper, 1 blue blue,1
45,Burn the Accursed,price/Innistrad+Midnight+Hunt/Burn+the+Accursed#paper, 4 red,1
46,Hypothesizzle,price/Breaking+News/Hypothesizzle-showcase#paper, 3 blue red,1
47,Squash,price/Kaldheim/Squash#paper, 4 red,1
48,Fiery Finish,price/Core+Set+2019/Fiery+Finish#paper, 4 red red,1
49,Giant's Amulet,price/Kaldheim/Giants+Amulet#paper, blue,1
50,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
51,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
52,Blackblade Reforged,price/Kamigawa+Neon+Dynasty+Commander/Blackblade+Reforged#paper, 2,1
53,Coldsteel Heart,price/Double+Masters+2022/Coldsteel+Heart#paper, 2,1
54,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
55,Caged Sun,price/Warhammer+40K+Commander+Decks/Caged+Sun#paper, 6,1
56,Wizard Class,price/Adventures+in+the+Forgotten+Realms/Wizard+Class#paper, blue,1
57,Brimstone Roundup,price/Outlaws+of+Thunder+Junction/Brimstone+Roundup#paper, 1 red,1
58,Waterknot,price/Jumpstart/Waterknot#paper, 1 blue blue,1
59,Castaway's Despair,price/Ixalan/Castaways+Despair#paper, 3 blue,1
60,Reflections of Littjara,price/Kaldheim:Foil/Reflections+of+Littjara-bundle#paper, 4 blue,1
61,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
62,Crystal Grotto,price/Wilds+of+Eldraine/Crystal+Grotto#paper,,1
63,Eroded Canyon,price/Outlaws+of+Thunder+Junction/Eroded+Canyon#paper,,1
64,Hall of Storm Giants,price/Adventures+in+the+Forgotten+Realms/Hall+of+Storm+Giants#paper,,1
65,Mirage Mesa,price/Outlaws+of+Thunder+Junction/Mirage+Mesa#paper,,1
66,Riveteers Overlook,price/Streets+of+New+Capenna/Riveteers+Overlook#paper,,1
67,Sandstorm Verge,price/Outlaws+of+Thunder+Junction/Sandstorm+Verge#paper,,1
68,Snow-Covered Island,price/Kaldheim/Snow-Covered+Island-278#paper,,16
69,Snow-Covered Mountain,price/Kaldheim/Snow-Covered+Mountain-282#paper,,15
70,Swiftwater Cliffs,price/Commander+2019/Swiftwater+Cliffs#paper,,1
