,card,link,mana,n
24,"Grazilaxx, Illithid Scholar",price/Commander+Legends+Battle+for+Baldurs+Gate/Grazilaxx+Illithid+Scholar#paper, 1 blue blue,1
25,Mist-Syndicate Naga,price/Modern+Horizons/Mist-Syndicate+Naga#paper, 2 blue,1
26,Mistblade Shinobi,price/Betrayers+of+Kamigawa/Mistblade+Shinobi#paper, 2 blue,1
27,Prosperous Thief,price/Kamigawa+Neon+Dynasty/Prosperous+Thief-showcase#paper, 2 blue,1
28,Ingenious Infiltrator,price/Modern+Horizons/Ingenious+Infiltrator#paper, 2 blue black,1
29,Ninja of the Deep Hours,price/Mystery+Booster/Ninja+of+the+Deep+Hours#paper, 3 blue,1
30,Shadow of Mortality,price/Streets+of+New+Capenna/Shadow+of+Mortality#paper, 13 black black,1
31,Draco,price/Mystery+Booster/Draco#paper, ,1
32,Brainstorm,price/Duel+Decks+Izzet+vs+Golgari/Brainstorm#paper, blue,1
33,Portent,price/Mystery+Booster/Portent#paper, blue,1
34,Serum Visions,price/Outlaws+of+Thunder+Junction+Commander/Serum+Visions#paper, blue,1
35,Spell Pierce,price/Double+Masters+2022/Spell+Pierce#paper, blue,1
36,Counterspell,price/Dominaria+Remastered/Counterspell-retro#paper, blue blue,1
37,Diabolic Vision,price/Beatdown+Box+Set/Diabolic+Vision#paper, blue black,1
38,Familiar's Ruse,price/Modern+Masters+2017+Edition/Familiars+Ruse#paper, blue blue,1
39,Jwari Disruption,price/Zendikar+Rising/Jwari+Disruption#paper, 1 blue,1
40,Negate,price/Oath+of+the+Gatewatch/Negate#paper, 1 blue,1
41,Dream Cache,price/Classic+Sixth+Edition/Dream+Cache#paper, 2 blue,1
42,Filter Out,price/March+of+the+Machine+The+Aftermath/Filter+Out-showcase#paper, 1 blue blue,1
43,Ringsight,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Ringsight#paper, 1 blue black,1
44,Price of Fame,price/Ravnica+Murders+at+Karlov+Manor+Commander/Price+of+Fame#paper, 3 black,1
45,Devastation Tide,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Devastation+Tide#paper, 3 blue blue,1
46,Misdirection,price/Duel+Decks+Merfolk+vs+Goblins/Misdirection#paper, 3 blue blue,1
47,Murderous Cut,price/Khans+of+Tarkir/Murderous+Cut#paper, 4 black,1
48,Curtains' Call,price/Outlaws+of+Thunder+Junction+Commander/Curtains+Call#paper, 5 black,1
49,Karn's Temporal Sundering,price/Dominaria/Karns+Temporal+Sundering#paper, 4 blue blue,1
50,Part the Waterveil,price/Battle+for+Zendikar/Part+the+Waterveil#paper, 4 blue blue,1
51,Consign // Oblivion,price/The+List/Consign+Oblivion#paper, 1 blue phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 4 black,1
52,Discovery // Dispersal,price/Ravnica+Clue+Edition/Discovery+Dispersal#paper, 1 hyrid blue black phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 3 blue black,1
53,Never // Return,price/Amonkhet/Never+Return#paper, 1 black black phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 3 black,1
54,Dig Through Time,price/Outlaws+of+Thunder+Junction+Commander/Dig+Through+Time#paper, 6 blue blue,1
55,Treasure Cruise,price/Outlaws+of+Thunder+Junction+Commander/Treasure+Cruise#paper, 7 blue,1
56,Connive // Concoct,price/Ravnica+Murders+at+Karlov+Manor+Commander/Connive+Concoct#paper, 2 hyrid blue black hyrid blue black phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 3 blue black,1
57,Commit // Memory,price/Lost+Caverns+of+Ixalan+Commander/Commit+Memory#paper, 3 blue phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 4 blue blue,1
58,Rags // Riches,price/Amonkhet/Rags+Riches#paper, 2 black black phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 5 blue blue,1
59,Brainstone,price/Modern+Horizons+2/Brainstone-retro#paper, 1,1
60,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
61,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
62,Dimir Signet,price/Ravnica+Clue+Edition/Dimir+Signet#paper, 2,1
63,Aqueous Form,price/Theros/Aqueous+Form#paper, blue,1
64,Smoke Shroud,price/Modern+Horizons/Smoke+Shroud#paper, 1 blue,1
65,Arcane Adaptation,price/Ixalan/Arcane+Adaptation#paper, 2 blue,1
66,Bojuka Bog,price/Outlaws+of+Thunder+Junction+Commander/Bojuka+Bog#paper,,1
67,Choked Estuary,price/Lost+Caverns+of+Ixalan+Commander/Choked+Estuary#paper,,1
68,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
69,Darkwater Catacombs,price/Outlaws+of+Thunder+Junction+Commander/Darkwater+Catacombs#paper,,1
70,Dimir Aqueduct,price/Outlaws+of+Thunder+Junction+Commander/Dimir+Aqueduct#paper,,1
71,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
72,Halimar Depths,price/Duel+Decks+Jace+vs+Vraska/Halimar+Depths#paper,,1
73,Island,price/Theros+Beyond+Death/Island-251#paper,,12
74,Mortuary Mire,price/Jumpstart+2022/Mortuary+Mire#paper,,1
75,Mystic Sanctuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mystic+Sanctuary#paper,,1
76,Sunken Hollow,price/Ravnica+Murders+at+Karlov+Manor+Commander/Sunken+Hollow#paper,,1
77,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,10
78,Tainted Isle,price/Ravnica+Murders+at+Karlov+Manor+Commander/Tainted+Isle#paper,,1
79,Witch's Cottage,price/Throne+of+Eldraine/Witchs+Cottage#paper,,1
