,card,link,mana,n
26,Fractured Identity,price/Doctor+Who/Fractured+Identity-extended#paper, 3 white blue,1
27,Single Combat,price/Fallout/Single+Combat#paper, 3 white white,1
28,Slash the Ranks,price/Commander+Legends/Slash+the+Ranks#paper, 3 white white,1
29,Time Wipe,price/Dominaria+United+Commander/Time+Wipe#paper, 2 white white blue,1
30,Austere Command,price/Fallout/Austere+Command#paper, 4 white white,1
31,Draconic Lore,price/Commander+Legends+Battle+for+Baldurs+Gate/Draconic+Lore#paper, 5 blue,1
32,Approach of the Second Sun,price/Amonkhet/Approach+of+the+Second+Sun#paper, 6 white,1
33,Into the Story,price/Throne+of+Eldraine/Into+the+Story#paper, 5 blue blue,1
34,Ondu Inversion,price/Zendikar+Rising/Ondu+Inversion#paper, 6 white white,1
35,Treasure Cruise,price/Outlaws+of+Thunder+Junction+Commander/Treasure+Cruise#paper, 7 blue,1
36,Elixir of Immortality,price/Magic+2011/Elixir+of+Immortality#paper, 1,1
37,Kor Halberd,price/March+of+the+Machine/Kor+Halberd#paper, white,1
38,Tarrian's Soulcleaver,price/Lost+Caverns+of+Ixalan/Tarrians+Soulcleaver#paper, 1,1
39,Wayfarer's Bauble,price/Lost+Caverns+of+Ixalan+Commander/Wayfarers+Bauble#paper, 1,1
40,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
41,Azorius Signet,price/Ravnica+Murders+at+Karlov+Manor+Commander/Azorius+Signet#paper, 2,1
42,Ring of Thune,price/Game+Night+Free-For-All/Ring+of+Thune#paper, 2,1
43,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
44,Decanter of Endless Water,price/Commander+Legends+Battle+for+Baldurs+Gate/Decanter+of+Endless+Water#paper, 3,1
45,Haunted Cloak,price/Commander+Legends/Haunted+Cloak#paper, 3,1
46,Midnight Clock,price/Outlaws+of+Thunder+Junction+Commander/Midnight+Clock#paper, 2 blue,1
47,Sword of Vengeance,price/Game+Night+Free-For-All/Sword+of+Vengeance#paper, 3,1
48,The Celestus,price/Innistrad+Midnight+Hunt/The+Celestus#paper, 3,1
49,Urza's Sylex,price/The+Brothers+War/Urzas+Sylex#paper, 3,1
50,Norn's Annex,price/Commander+Masters/Norns+Annex#paper, 3 hyrid white  hyrid white ,1
51,Sentinel's Eyes,price/Theros+Beyond+Death/Sentinels+Eyes#paper, white,1
52,Search for Azcanta,price/Ixalan/Search+for+Azcanta#paper, 1 blue,1
53,Staggering Insight,price/Starter+Commander/Staggering+Insight#paper, white blue,1
54,Battle Mastery,price/Duel+Decks+Heroes+vs+Monsters/Battle+Mastery#paper, 2 white,1
55,Duelist's Heritage,price/Ravnica+Murders+at+Karlov+Manor+Commander/Duelists+Heritage#paper, 2 white,1
56,Ghostly Prison,price/Ravnica+Murders+at+Karlov+Manor+Commander/Ghostly+Prison#paper, 2 white,1
57,Propaganda,price/Outlaws+of+Thunder+Junction+Commander/Propaganda#paper, 2 blue,1
58,Mammoth Umbra,price/Rise+of+the+Eldrazi/Mammoth+Umbra#paper, 4 white,1
59,Metallurgic Summonings,price/Kaladesh/Metallurgic+Summonings#paper, 3 blue blue,1
60,Sphere of Safety,price/Ravnica+Remastered:Foil/Sphere+of+Safety-retro#paper, 4 white,1
61,The Mirari Conjecture,price/Dominaria/The+Mirari+Conjecture#paper, 4 blue,1
62,Shark Typhoon,price/Outlaws+of+Thunder+Junction+Commander/Shark+Typhoon#paper, 5 blue,1
63,Azorius Chancery,price/Ravnica+Clue+Edition/Azorius+Chancery#paper,,1
64,Castle Ardenvale,price/Ravnica+Murders+at+Karlov+Manor+Commander/Castle+Ardenvale#paper,,1
65,Castle Vantress,price/Throne+of+Eldraine/Castle+Vantress#paper,,1
66,Celestial Colonnade,price/Doctor+Who/Celestial+Colonnade#paper,,1
67,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
68,Glacial Fortress,price/Fallout/Glacial+Fortress#paper,,1
69,Irrigated Farmland,price/Ravnica+Murders+at+Karlov+Manor+Commander/Irrigated+Farmland#paper,,1
70,Island,price/Theros+Beyond+Death/Island-251#paper,,12
71,Mystic Sanctuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mystic+Sanctuary#paper,,1
72,Plains,price/Theros+Beyond+Death/Plains-250#paper,,12
73,Port Town,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Port+Town#paper,,1
74,Prairie Stream,price/Ravnica+Murders+at+Karlov+Manor+Commander/Prairie+Stream#paper,,1
75,Restless Anchorage,price/Lost+Caverns+of+Ixalan/Restless+Anchorage#paper,,1
76,Skycloud Expanse,price/Fallout/Skycloud+Expanse#paper,,1
77,Temple of Enlightenment,price/Ravnica+Murders+at+Karlov+Manor+Commander/Temple+of+Enlightenment#paper,,1
