,card,link,mana,n
71,Polluted Delta,price/Modern+Horizons+3/Polluted+Delta#paper,,1
72,Rakdos Carnarium,price/Ravnica+Clue+Edition/Rakdos+Carnarium#paper,,1
73,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
74,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
75,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,6
76,Temple of Malady,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Malady#paper,,1
77,Terramorphic Expanse,price/Outlaws+of+Thunder+Junction+Commander/Terramorphic+Expanse#paper,,1
78,Underground Mortuary,price/Ravnica+Murders+at+Karlov+Manor/Underground+Mortuary#paper,,1
79,Urza's Mine,price/Chronicles/Urzas+Mine-Tower#paper,,1
80,Urza's Power Plant,price/Chronicles/Urzas+Power+Plant-Columns#paper,,1
81,Urza's Tower,price/Chronicles/Urzas+Tower-Forest#paper,,1
82,"Yavimaya, Cradle of Growth",price/Modern+Horizons+2/Yavimaya+Cradle+of+Growth#paper,,1
83,Ziatora's Proving Ground,price/Streets+of+New+Capenna/Ziatoras+Proving+Ground#paper,,1
