,card,link,mana,n
27,Preordain,price/Outlaws+of+Thunder+Junction+Commander/Preordain#paper, blue,1
28,Rapid Hybridization,price/Ravnica+Clue+Edition/Rapid+Hybridization#paper, blue,1
29,Serum Visions,price/Outlaws+of+Thunder+Junction+Commander/Serum+Visions#paper, blue,1
30,Brain Freeze,price/The+List/Brain+Freeze#paper, 1 blue,1
31,Counterspell,price/Dominaria+Remastered/Counterspell-retro#paper, blue blue,1
32,Cyclonic Rift,price/Commander+Masters/Cyclonic+Rift#paper, 1 blue,1
33,Dramatic Reversal,price/Kaladesh/Dramatic+Reversal#paper, 1 blue,1
34,Mana Drain,price/Breaking+News/Mana+Drain-showcase#paper, blue blue,1
35,Mana Severance,price/Tempest/Mana+Severance#paper, 1 blue,1
36,Merchant Scroll,price/Eighth+Edition/Merchant+Scroll#paper, 1 blue,1
37,Muddle the Mixture,price/Ravnica+Remastered/Muddle+the+Mixture-retro#paper, blue blue,1
38,Narset's Reversal,price/Theros+Beyond+Death+Promos/Narsets+Reversal-planeswalker+stamp#paper, blue blue,1
39,Surge of Brilliance,price/Doctor+Who/Surge+of+Brilliance#paper, 1 blue,1
40,Fabricate,price/Warhammer+40K+Commander+Decks:Foil/Fabricate-promo#paper, 2 blue,1
41,Fierce Guardianship,price/Commander+Masters/Fierce+Guardianship#paper, 2 blue,1
42,Force of Negation,price/Double+Masters+2022/Force+of+Negation#paper, 1 blue blue,1
43,Lock and Load,price/Outlaws+of+Thunder+Junction+Commander/Lock+and+Load#paper, 2 blue,1
44,Paradoxical Outcome,price/Kaladesh/Paradoxical+Outcome#paper, 3 blue,1
45,Radstorm,price/Fallout/Radstorm#paper, 3 blue,1
46,Force of Will,price/Dominaria+Remastered/Force+of+Will-borderless#paper, 3 blue blue,1
47,Mind's Desire,price/Commander+2021/Minds+Desire#paper, 4 blue blue,1
48,Everflowing Chalice,price/Ravnica+Murders+at+Karlov+Manor+Commander/Everflowing+Chalice#paper, 0,1
49,Jeweled Lotus,price/Commander+Masters/Jeweled+Lotus#paper, 0,1
50,Lotus Bloom,price/Time+Spiral+Remastered/Lotus+Bloom#paper,,1
51,Mana Crypt,price/Mystery+Booster/Mana+Crypt#paper, 0,1
52,Mishra's Bauble,price/The+Brothers+War+Retro+Frame+Artifacts/Mishras+Bauble-retro#paper, 0,1
53,Mox Amber,price/The+Brothers+War+Retro+Frame+Artifacts/Mox+Amber-retro#paper, 0,1
54,Mox Opal,price/Scars+of+Mirrodin/Mox+Opal#paper, 0,1
55,Mox Tantalite,price/Modern+Horizons/Mox+Tantalite#paper,,1
56,Paradise Mantle,price/Fifth+Dawn/Paradise+Mantle#paper, 0,1
57,Spellbook,price/Tenth+Edition/Spellbook#paper, 0,1
58,Tormod's Crypt,price/Dominaria+Remastered/Tormods+Crypt#paper, 0,1
59,Urza's Bauble,price/Fifth+Edition/Urzas+Bauble#paper, 0,1
60,Mana Vault,price/Fourth+Edition/Mana+Vault#paper, 1,1
61,Sensei's Divining Top,price/Champions+of+Kamigawa/Senseis+Divining+Top#paper, 1,1
62,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
63,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
64,Grim Monolith,price/Urzas+Legacy/Grim+Monolith#paper, 2,1
65,Isochron Scepter,price/Duel+Decks+Izzet+vs+Golgari/Isochron+Scepter#paper, 2,1
66,Aetherflux Reservoir,price/Mystery+Booster/Aetherflux+Reservoir#paper, 4,1
67,Mystic Remora,price/Ice+Age/Mystic+Remora#paper, blue,1
68,Back to Basics,price/Ultimate+Masters/Back+to+Basics#paper, 2 blue,1
69,Rhystic Study,price/Prophecy/Rhystic+Study#paper, 2 blue,1
70,Leyline of Anticipation,price/Enchanting+Tales/Leyline+of+Anticipation#paper, 2 blue blue,1
71,Ancient Tomb,price/Ultimate+Masters/Ancient+Tomb#paper,,1
72,Castle Vantress,price/Throne+of+Eldraine/Castle+Vantress#paper,,1
73,Fabled Passage,price/Core+Set+2021/Fabled+Passage#paper,,1
74,Flooded Strand,price/Modern+Horizons+3/Flooded+Strand#paper,,1
75,Gemstone Caverns,price/Time+Spiral+Remastered/Gemstone+Caverns#paper,,1
76,Inventors' Fair,price/Kaladesh/Inventors+Fair#paper,,1
77,Island,price/Theros+Beyond+Death/Island-251#paper,,12
78,Misty Rainforest,price/Modern+Horizons+2/Misty+Rainforest#paper,,1
79,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
80,Mystic Sanctuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mystic+Sanctuary#paper,,1
81,"Nykthos, Shrine to Nyx",price/The+List/Nykthos+Shrine+to+Nyx#paper,,1
82,"Otawara, Soaring City",price/Kamigawa+Neon+Dynasty/Otawara+Soaring+City#paper,,1
83,Polluted Delta,price/Modern+Horizons+3/Polluted+Delta#paper,,1
84,Prismatic Vista,price/Modern+Horizons/Prismatic+Vista#paper,,1
85,Scalding Tarn,price/Modern+Horizons+2/Scalding+Tarn#paper,,1
86,Seat of the Synod,price/The+Brothers+War+Commander/Seat+of+the+Synod-retro#paper,,1
87,Urza's Saga,price/Modern+Horizons+2/Urzas+Saga#paper,,1
88,War Room,price/Ravnica+Murders+at+Karlov+Manor+Commander/War+Room#paper,,1
