,card,link,mana,n
56,Perpetual Timepiece,price/Outlaws+of+Thunder+Junction+Commander/Perpetual+Timepiece#paper, 2,1
57,Simic Signet,price/Ravnica+Clue+Edition/Simic+Signet#paper, 2,1
58,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
59,Herald's Horn,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Heralds+Horn#paper, 3,1
60,Helm of the Host,price/The+Brothers+War+Retro+Frame+Artifacts/Helm+of+the+Host-retro#paper, 4,1
61,Maskwood Nexus,price/Commander+Legends+Battle+for+Baldurs+Gate/Maskwood+Nexus#paper, 4,1
62,Coat of Arms,price/Duel+Decks+Mind+vs+Might/Coat+of+Arms#paper, 5,1
63,Wild Growth,price/Dominaria+Remastered/Wild+Growth-retro#paper, green,1
64,The Bears of Littjara,price/Kaldheim/The+Bears+of+Littjara#paper, 1 green blue,1
65,Alchemist's Refuge,price/Lost+Caverns+of+Ixalan+Commander/Alchemists+Refuge#paper,,1
66,"Boseiju, Who Endures",price/Kamigawa+Neon+Dynasty/Boseiju+Who+Endures#paper,,1
67,Breeding Pool,price/Ravnica+Allegiance/Breeding+Pool#paper,,1
68,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
69,Dreamroot Cascade,price/Doctor+Who/Dreamroot+Cascade#paper,,1
70,Forest,price/Theros+Beyond+Death/Forest-254#paper,,10
71,Hedge Maze,price/Ravnica+Murders+at+Karlov+Manor/Hedge+Maze#paper,,1
72,Hinterland Harbor,price/Outlaws+of+Thunder+Junction+Commander/Hinterland+Harbor#paper,,1
73,Island,price/Theros+Beyond+Death/Island-251#paper,,10
74,Lumbering Falls,price/Adventures+in+the+Forgotten+Realms+Commander/Lumbering+Falls#paper,,1
75,Misty Rainforest,price/Modern+Horizons+2/Misty+Rainforest#paper,,1
76,Mystic Sanctuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mystic+Sanctuary#paper,,1
77,Rejuvenating Springs,price/Commander+Legends/Rejuvenating+Springs#paper,,1
78,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
79,Rogue's Passage,price/Outlaws+of+Thunder+Junction+Commander/Rogues+Passage#paper,,1
80,Thornwood Falls,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Thornwood+Falls#paper,,1
81,Yavimaya Coast,price/Outlaws+of+Thunder+Junction+Commander/Yavimaya+Coast#paper,,1
