,card,link,mana,n
0,"Breeches, the Blastmaker",price/Outlaws+of+Thunder+Junction/Breeches+the+Blastmaker#paper, 1 blue red,1
1,"Baral, Chief of Compliance",price/Multiverse+Legends/Baral+Chief+of+Compliance#paper, 1 blue,1
2,Electrostatic Field,price/Outlaws+of+Thunder+Junction+Commander/Electrostatic+Field#paper, 1 red,1
3,Erebor Flamesmith,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Erebor+Flamesmith#paper, 1 red,1
4,Firebrand Archer,price/Hour+of+Devastation/Firebrand+Archer#paper, 1 red,1
5,Goblin Electromancer,price/Outlaws+of+Thunder+Junction+Commander/Goblin+Electromancer#paper, blue red,1
6,Kessig Flamebreather,price/Innistrad+Crimson+Vow/Kessig+Flamebreather#paper, 1 red,1
7,"Malcolm, the Eyes",price/Outlaws+of+Thunder+Junction/Malcolm+the+Eyes#paper, blue red,1
8,Tavern Scoundrel,price/Modern+Horizons+2/Tavern+Scoundrel#paper, 1 red,1
9,Third Path Iconoclast,price/Outlaws+of+Thunder+Junction+Commander/Third+Path+Iconoclast#paper, blue red,1
10,Thunderclap Drake,price/Outlaws+of+Thunder+Junction+Commander/Thunderclap+Drake-extended#paper, 1 blue,1
11,Young Pyromancer,price/Outlaws+of+Thunder+Junction+Commander/Young+Pyromancer#paper, 1 red,1
12,Guttersnipe,price/Outlaws+of+Thunder+Junction+Commander/Guttersnipe#paper, 2 red,1
13,Haughty Djinn,price/Outlaws+of+Thunder+Junction+Commander/Haughty+Djinn#paper, 1 blue blue,1
14,Archaeomancer,price/Duel+Decks+Jace+vs+Vraska/Archaeomancer#paper, 2 blue blue,1
15,Archmage Emeritus,price/Outlaws+of+Thunder+Junction+Commander/Archmage+Emeritus#paper, 2 blue blue,1
16,Ardent Elementalist,price/Innistrad+Midnight+Hunt/Ardent+Elementalist#paper, 3 red,1
17,Galazeth Prismari,price/Strixhaven+School+of+Mages/Galazeth+Prismari-planeswalker+stamp#paper, 2 blue red,1
18,Storm-Kiln Artist,price/Outlaws+of+Thunder+Junction+Commander/Storm-Kiln+Artist#paper, 3 red,1
19,"Niv-Mizzet, Parun",price/Outlaws+of+Thunder+Junction+Commander/Niv-Mizzet+Parun#paper, blue blue blue red red red,1
20,"Rowan, Scholar of Sparks",price/Strixhaven+School+of+Mages/Rowan+Scholar+of+Sparks#paper, 2 red,1
21,"Saheeli, Sublime Artificer",price/Commander+Masters/Saheeli+Sublime+Artificer#paper, 1 hyrid blue red hyrid blue red,1
22,"Ral, Storm Conduit",price/Secret+Lair:Foil/Ral+Storm+Conduit-Stained+Glass+Planeswalkers#paper, 2 blue red,1
23,Faithless Looting,price/Outlaws+of+Thunder+Junction+Commander/Faithless+Looting#paper, red,1
24,Opt,price/Jumpstart+2022/Opt#paper, blue,1
25,Ponder,price/Outlaws+of+Thunder+Junction+Commander/Ponder#paper, blue,1
26,Pongify,price/Outlaws+of+Thunder+Junction+Commander/Pongify#paper, blue,1
27,Preordain,price/Outlaws+of+Thunder+Junction+Commander/Preordain#paper, blue,1
28,Serum Visions,price/Outlaws+of+Thunder+Junction+Commander/Serum+Visions#paper, blue,1
29,Vandalblast,price/Outlaws+of+Thunder+Junction+Commander/Vandalblast#paper, red,1
30,Arcane Denial,price/Outlaws+of+Thunder+Junction+Commander/Arcane+Denial#paper, 1 blue,1
31,Deduce,price/Ravnica+Murders+at+Karlov+Manor/Deduce#paper, 1 blue,1
32,Expressive Iteration,price/Outlaws+of+Thunder+Junction+Commander/Expressive+Iteration#paper, blue red,1
33,Finale of Revelation,price/Outlaws+of+Thunder+Junction+Commander/Finale+of+Revelation#paper, x blue blue,1
34,Galvanic Iteration,price/Outlaws+of+Thunder+Junction+Commander/Galvanic+Iteration#paper, blue red,1
35,Radical Idea,price/Ravnica+Remastered/Radical+Idea#paper, 1 blue,1
36,Think Twice,price/Outlaws+of+Thunder+Junction+Commander/Think+Twice#paper, 1 blue,1
37,Twinferno,price/Dominaria+United/Twinferno#paper, 1 red,1
38,Chaos Warp,price/Outlaws+of+Thunder+Junction+Commander/Chaos+Warp#paper, 2 red,1
39,Lock and Load,price/Outlaws+of+Thunder+Junction+Commander/Lock+and+Load#paper, 2 blue,1
40,Prismari Command,price/Lost+Caverns+of+Ixalan+Commander/Prismari+Command#paper, 1 blue red,1
41,Seize the Spoils,price/Kaldheim/Seize+the+Spoils#paper, 2 red,1
42,Big Score,price/Outlaws+of+Thunder+Junction+Commander/Big+Score#paper, 3 red,1
43,Deep Analysis,price/Outlaws+of+Thunder+Junction+Commander/Deep+Analysis#paper, 3 blue,1
44,Mizzix's Mastery,price/Outlaws+of+Thunder+Junction+Commander/Mizzixs+Mastery#paper, 3 red,1
45,Unexpected Windfall,price/Fallout/Unexpected+Windfall#paper, 2 red red,1
46,Baral's Expertise,price/Outlaws+of+Thunder+Junction+Commander/Barals+Expertise#paper, 3 blue blue,1
47,Inspired Tinkering,price/Commander+Legends+Battle+for+Baldurs+Gate/Inspired+Tinkering#paper, 4 red,1
48,Dig Through Time,price/Outlaws+of+Thunder+Junction+Commander/Dig+Through+Time#paper, 6 blue blue,1
49,Treasure Cruise,price/Outlaws+of+Thunder+Junction+Commander/Treasure+Cruise#paper, 7 blue,1
50,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
51,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
52,Ichor Wellspring,price/The+Brothers+War+Commander/Ichor+Wellspring-retro#paper, 2,1
53,Inverted Iceberg,price/Lost+Caverns+of+Ixalan/Inverted+Iceberg#paper, 1 blue,1
