,card,link,mana,n
32,Sylvan Offering,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Sylvan+Offering#paper, x green,1
33,Artifact Mutation,price/Streets+of+New+Capenna+Commander/Artifact+Mutation#paper, red green,1
34,Aura Mutation,price/Starter+Commander/Aura+Mutation#paper, green white,1
35,Eiganjo Uprising,price/Kamigawa+Neon+Dynasty/Eiganjo+Uprising#paper, x red white,1
36,Join the Dance,price/Innistrad+Midnight+Hunt/Join+the+Dance#paper, green white,1
37,Nature's Lore,price/Commander+Legends+Battle+for+Baldurs+Gate/Natures+Lore#paper, 1 green,1
38,Servo Exhibition,price/Kaladesh/Servo+Exhibition#paper, 1 white,1
39,Sundering Growth,price/Return+to+Ravnica/Sundering+Growth#paper, hyrid green white hyrid green white,1
40,Beast Within,price/Duel+Decks+Heroes+vs+Monsters/Beast+Within#paper, 2 green,1
41,Cultivate,price/Dominaria+United+Commander/Cultivate#paper, 2 green,1
42,Kodama's Reach,price/Commander+Masters/Kodamas+Reach-borderless#paper, 2 green,1
43,March of the Multitudes,price/Streets+of+New+Capenna+Commander/March+of+the+Multitudes#paper, x green white white,1
44,Indulge // Excess,price/Streets+of+New+Capenna+Commander/Indulge+Excess#paper, 2 red phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 1 red,1
45,Shamanic Revelation,price/Streets+of+New+Capenna+Commander/Shamanic+Revelation#paper, 3 green green,1
46,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
47,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
48,Idol of Oblivion,price/Outlaws+of+Thunder+Junction+Commander/Idol+of+Oblivion#paper, 2,1
49,Throne of the God-Pharaoh,price/Amonkhet/Throne+of+the+God-Pharaoh#paper, 2,1
50,Ashnod's Altar,price/Chronicles/Ashnods+Altar#paper, 3,1
51,Halo Fountain,price/Streets+of+New+Capenna/Halo+Fountain#paper, 2 white,1
52,Urabrask's Forge,price/PhyrexiaAll+Will+Be+One/Urabrasks+Forge-extended#paper, 2 red,1
53,Deafening Silence,price/Throne+of+Eldraine/Deafening+Silence#paper, white,1
54,Goblin Bombardment,price/Enchanting+Tales/Goblin+Bombardment#paper, 1 red,1
55,Impact Tremors,price/Enchanting+Tales/Impact+Tremors#paper, 1 red,1
56,Intangible Virtue,price/Streets+of+New+Capenna+Commander/Intangible+Virtue#paper, 1 white,1
57,Battle for Bretagard,price/Commander+Masters/Battle+for+Bretagard#paper, 1 green white,1
58,Beastmaster Ascension,price/Mystery+Booster/Beastmaster+Ascension#paper, 2 green,1
59,Growing Rites of Itlimoc,price/Lost+Caverns+of+Ixalan/Growing+Rites+of+Itlimoc#paper, 2 green,1
60,Presence of Gond,price/Starter+Commander/Presence+of+Gond#paper, 2 green,1
61,Prosperous Partnership,price/Streets+of+New+Capenna+Commander/Prosperous+Partnership#paper, 1 red white,1
62,Tocasia's Welcome,price/The+List/Tocasias+Welcome#paper, 2 white,1
63,Annie Joins Up,price/Outlaws+of+Thunder+Junction/Annie+Joins+Up#paper, 1 red green white,1
64,Elemental Mastery,price/Kamigawa+Neon+Dynasty+Commander/Elemental+Mastery#paper, 3 red,1
65,Felidar Retreat,price/Starter+Commander/Felidar+Retreat#paper, 3 white,1
66,Brushland,price/The+Brothers+War/Brushland#paper,,1
67,Cabaretti Courtyard,price/Streets+of+New+Capenna/Cabaretti+Courtyard#paper,,1
68,Canopy Vista,price/Ravnica+Murders+at+Karlov+Manor+Commander/Canopy+Vista#paper,,1
69,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
70,Forest,price/Theros+Beyond+Death/Forest-254#paper,,6
71,Fortified Village,price/Lost+Caverns+of+Ixalan+Commander/Fortified+Village#paper,,1
72,Highland Forest,price/Kaldheim/Highland+Forest#paper,,1
73,Horizon Canopy,price/Doctor+Who/Horizon+Canopy#paper,,1
74,Jungle Shrine,price/Outlaws+of+Thunder+Junction+Commander/Jungle+Shrine#paper,,1
75,Krosan Verge,price/Outlaws+of+Thunder+Junction+Commander/Krosan+Verge#paper,,1
76,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,3
77,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
78,Overgrown Farmland,price/Doctor+Who/Overgrown+Farmland#paper,,1
79,Plains,price/Theros+Beyond+Death/Plains-250#paper,,5
80,Radiant Grove,price/Dominaria+United/Radiant+Grove#paper,,1
81,Rockfall Vale,price/Doctor+Who/Rockfall+Vale#paper,,1
82,Rootbound Crag,price/Fallout/Rootbound+Crag#paper,,1
83,Rugged Prairie,price/Outlaws+of+Thunder+Junction+Commander/Rugged+Prairie#paper,,1
84,Scattered Groves,price/Outlaws+of+Thunder+Junction+Commander/Scattered+Groves#paper,,1
85,Sheltered Thicket,price/Outlaws+of+Thunder+Junction+Commander/Sheltered+Thicket#paper,,1
86,Temple of Plenty,price/Fallout/Temple+of+Plenty#paper,,1
87,Temple of Triumph,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Triumph#paper,,1
88,Wooded Ridgeline,price/Dominaria+United/Wooded+Ridgeline#paper,,1
