,card,link,mana,n
55,Passionate Archaeologist,price/Commander+Legends+Battle+for+Baldurs+Gate:Foil/Passionate+Archaeologist#paper, 1 red,1
56,Aria of Flame,price/Modern+Horizons/Aria+of+Flame#paper, 2 red,1
57,Propaganda,price/Outlaws+of+Thunder+Junction+Commander/Propaganda#paper, 2 blue,1
58,Jace's Sanctum,price/Magic+Origins/Jaces+Sanctum#paper, 3 blue,1
59,Double Vision,price/Streets+of+New+Capenna+Commander/Double+Vision#paper, 3 red red,1
60,Metallurgic Summonings,price/Kaladesh/Metallurgic+Summonings#paper, 3 blue blue,1
61,Arcane Bombardment,price/Outlaws+of+Thunder+Junction+Commander/Arcane+Bombardment#paper, 4 red red,1
62,Shark Typhoon,price/Outlaws+of+Thunder+Junction+Commander/Shark+Typhoon#paper, 5 blue,1
63,Cloven Casting,price/Alara+Reborn/Cloven+Casting#paper, 5 blue red,1
64,Island,price/Theros+Beyond+Death/Island-251#paper,,19
65,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,17
