,card,link,mana,n
25,Anrakyr the Traveller,price/Warhammer+40K+Commander+Decks/Anrakyr+the+Traveller#paper, 4 black,1
26,Canoptek Spyder,price/Warhammer+40K+Commander+Decks/Canoptek+Spyder#paper, 5,1
27,Gray Merchant of Asphodel,price/Theros/Gray+Merchant+of+Asphodel#paper, 3 black black,1
28,"Kiki-Jiki, Mirror Breaker",price/Mystery+Booster/Kiki-Jiki+Mirror+Breaker#paper, 2 red red red,1
29,Deathbringer Thoctar,price/Commander+2013+Edition/Deathbringer+Thoctar#paper, 4 black red,1
30,Goring Warplow,price/The+Brothers+War/Goring+Warplow#paper, 6,1
31,Hellkite Tyrant,price/Ravnica+Remastered/Hellkite+Tyrant-retro#paper, 4 red red,1
32,Marionette Master,price/The+Brothers+War+Commander/Marionette+Master-retro#paper, 4 black black,1
33,"Mikaeus, the Unhallowed",price/Commander+Masters/Mikaeus+the+Unhallowed#paper, 3 black black black,1
34,Wurmcoil Engine,price/The+Brothers+War+Retro+Frame+Artifacts/Wurmcoil+Engine-schematics+numbered#paper, 6,1
35,Phyrexian Fleshgorger,price/The+Brothers+War/Phyrexian+Fleshgorger#paper, 7,1
36,"Sheoldred, Whispering One",price/Multiverse+Legends/Sheoldred+Whispering+One#paper, 5 black black,1
37,Technomancer,price/Warhammer+40K+Commander+Decks/Technomancer#paper, 5 black black,1
38,Black Sun's Twilight,price/PhyrexiaAll+Will+Be+One/Black+Suns+Twilight#paper, x black,1
39,Gleeful Demolition,price/PhyrexiaAll+Will+Be+One/Gleeful+Demolition#paper, red,1
40,Reanimate,price/Breaking+News/Reanimate-showcase#paper, black,1
41,Jeska's Will,price/Ravnica+Murders+at+Karlov+Manor+Commander/Jeskas+Will#paper, 2 red,1
42,Awaken the Sleeper,price/PhyrexiaAll+Will+Be+One/Awaken+the+Sleeper#paper, 3 red,1
43,Kill! Maim! Burn!,price/Warhammer+40K+Commander+Decks/Kill+Maim+Burn#paper, 3 black red,1
44,Rise of the Dark Realms,price/Ravnica+Murders+at+Karlov+Manor+Commander/Rise+of+the+Dark+Realms#paper, 7 black black,1
45,Sensei's Divining Top,price/Champions+of+Kamigawa/Senseis+Divining+Top#paper, 1,1
46,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
47,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
48,Liquimetal Torque,price/Modern+Horizons+2/Liquimetal+Torque-retro#paper, 2,1
49,Rakdos Signet,price/Outlaws+of+Thunder+Junction+Commander/Rakdos+Signet#paper, 2,1
50,Heraldic Banner,price/Throne+of+Eldraine/Heraldic+Banner#paper, 3,1
51,Infernal Idol,price/Jumpstart+2022/Infernal+Idol#paper, 3,1
52,Letter of Acceptance,price/Commander+Masters/Letter+of+Acceptance#paper, 3,1
53,Phyrexian Altar,price/Double+Masters+2022/Phyrexian+Altar#paper, 3,1
54,Worn Powerstone,price/Warhammer+40K+Commander+Decks/Worn+Powerstone#paper, 3,1
55,Mystic Forge,price/Fallout/Mystic+Forge#paper, 4,1
56,Bolas's Citadel,price/War+of+the+Spark/Bolass+Citadel#paper, 3 black black black,1
57,Spine of Ish Sah,price/March+of+the+Machine+Commander/Spine+of+Ish+Sah#paper, 7,1
58,Animate Dead,price/Ravnica+Murders+at+Karlov+Manor+Commander/Animate+Dead#paper, 1 black,1
59,Goblin Bombardment,price/Enchanting+Tales/Goblin+Bombardment#paper, 1 red,1
60,Necromancy,price/Ravnica+Murders+at+Karlov+Manor+Commander/Necromancy#paper, 2 black,1
61,Biotransference,price/Warhammer+40K+Commander+Decks/Biotransference#paper, 2 black black,1
62,Industrial Advancement,price/Streets+of+New+Capenna+Commander/Industrial+Advancement#paper, 3 red,1
63,Blightstep Pathway,price/Kaldheim/Blightstep+Pathway#paper,,1
64,Blood Crypt,price/Return+to+Ravnica/Blood+Crypt#paper,,1
65,Cabal Coffers,price/Modern+Horizons+2/Cabal+Coffers#paper,,1
66,Canyon Slough,price/Outlaws+of+Thunder+Junction+Commander/Canyon+Slough#paper,,1
67,Dragonskull Summit,price/Outlaws+of+Thunder+Junction+Commander/Dragonskull+Summit#paper,,1
68,Graven Cairns,price/Double+Masters/Graven+Cairns#paper,,1
69,Haunted Ridge,price/Doctor+Who/Haunted+Ridge#paper,,1
70,Luxury Suite,price/Commander+Legends+Battle+for+Baldurs+Gate/Luxury+Suite#paper,,1
71,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,8
72,"Nykthos, Shrine to Nyx",price/The+List/Nykthos+Shrine+to+Nyx#paper,,1
73,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
74,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,16
75,Tainted Peak,price/Outlaws+of+Thunder+Junction+Commander/Tainted+Peak#paper,,1
76,The Seedcore,price/PhyrexiaAll+Will+Be+One/The+Seedcore#paper,,1
77,Volrath's Stronghold,price/Stronghold/Volraths+Stronghold#paper,,1
