,card,link,mana,n
38,Entish Restoration,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Entish+Restoration#paper, 2 green,1
39,Gaze of Granite,price/Guilds+of+Ravnica+Guild+Kits/Gaze+of+Granite#paper, x black black green,1
40,Harrow,price/Outlaws+of+Thunder+Junction+Commander/Harrow#paper, 2 green,1
41,Kodama's Reach,price/Commander+Masters/Kodamas+Reach-borderless#paper, 2 green,1
42,Painful Truths,price/Outlaws+of+Thunder+Junction+Commander/Painful+Truths#paper, 2 black,1
43,Realms Uncharted,price/Rise+of+the+Eldrazi/Realms+Uncharted#paper, 2 green,1
44,Roiling Regrowth,price/Zendikar+Rising/Roiling+Regrowth#paper, 2 green,1
45,Deathsprout,price/War+of+the+Spark/Deathsprout#paper, 1 black black green,1
46,Harmonize,price/Fallout/Harmonize#paper, 2 green green,1
47,Splendid Reclamation,price/Eldritch+Moon/Splendid+Reclamation#paper, 3 green,1
48,Rebuild the City,price/March+of+the+Machine+The+Aftermath/Rebuild+the+City#paper, 3 black red green,1
49,Blasphemous Act,price/The+Brothers+War+Commander/Blasphemous+Act-retro#paper, 8 red,1
50,Expedition Map,price/Double+Masters/Expedition+Map#paper, 1,1
51,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
52,Conduit of Worlds,price/PhyrexiaAll+Will+Be+One/Conduit+of+Worlds-extended#paper, 2 green green,1
53,Exploration,price/Dominaria+Remastered/Exploration-retro#paper, green,1
54,Prismatic Omen,price/Enchanting+Tales/Prismatic+Omen#paper, 1 green,1
55,Tectonic Reformation,price/Commander+2020/Tectonic+Reformation#paper, 1 red,1
56,Destructive Flow,price/Planeshift/Destructive+Flow#paper, black red green,1
57,Retreat to Hagra,price/Battle+for+Zendikar/Retreat+to+Hagra#paper, 2 black,1
58,Undergrowth Recon,price/Ravnica+Murders+at+Karlov+Manor/Undergrowth+Recon#paper, 1 green green,1
59,The Mending of Dominaria,price/Outlaws+of+Thunder+Junction+Commander/The+Mending+of+Dominaria#paper, 3 green green,1
60,Bojuka Bog,price/Outlaws+of+Thunder+Junction+Commander/Bojuka+Bog#paper,,1
61,Canyon Slough,price/Outlaws+of+Thunder+Junction+Commander/Canyon+Slough#paper,,1
62,Cinder Glade,price/Ravnica+Murders+at+Karlov+Manor+Commander/Cinder+Glade#paper,,1
63,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
64,Dark Depths,price/Dominaria+Remastered:Foil/Dark+Depths#paper,,1
65,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
66,Forest,price/Theros+Beyond+Death/Forest-254#paper,,7
67,Glacial Chasm,price/Ice+Age/Glacial+Chasm#paper,,1
68,Golgari Rot Farm,price/Ravnica+Clue+Edition/Golgari+Rot+Farm#paper,,1
69,Gruul Turf,price/Ravnica+Clue+Edition/Gruul+Turf#paper,,1
70,Mortuary Mire,price/Jumpstart+2022/Mortuary+Mire#paper,,1
71,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,9
72,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
73,Rakdos Carnarium,price/Ravnica+Clue+Edition/Rakdos+Carnarium#paper,,1
74,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
75,Savage Lands,price/Dominaria+United+Commander/Savage+Lands#paper,,1
76,Slagwoods Bridge,price/Modern+Horizons+2/Slagwoods+Bridge#paper,,1
77,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
78,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,4
79,Temple of the False God,price/Fallout/Temple+of+the+False+God#paper,,1
80,Thespian's Stage,price/Doctor+Who/Thespians+Stage#paper,,1
81,"Valakut, the Molten Pinnacle",price/Launch+Party+Cards:Foil/Valakut+the+Molten+Pinnacle#paper,,1
82,Vesuva,price/Time+Spiral/Vesuva#paper,,1
