,card,link,mana,n
18,"Ephara, God of the Polis",price/Born+of+the+Gods/Ephara+God+of+the+Polis#paper, 2 white blue,1
19,"Erkenbrand, Lord of Westfold",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Erkenbrand+Lord+of+Westfold#paper, 3 red,1
20,Grey Host Reinforcements,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Grey+Host+Reinforcements#paper, 3 white,1
21,"Iroas, God of Victory",price/Commander+2016/Iroas+God+of+Victory#paper, 2 red white,1
22,Palace Jailer,price/Commander+Masters/Palace+Jailer#paper, 2 white white,1
23,Selfless Squire,price/Ravnica+Murders+at+Karlov+Manor+Commander/Selfless+Squire#paper, 3 white,1
24,Balefire Liege,price/Double+Masters+2022/Balefire+Liege#paper, 2 hyrid red white hyrid red white hyrid red white,1
25,"Eomer, King of Rohan",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Eomer+King+of+Rohan#paper, 3 red white,1
26,"Eowyn, Shieldmaiden",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Eowyn+Shieldmaiden#paper, 2 blue red white,1
27,Flamerush Rider,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Flamerush+Rider#paper, 4 red,1
28,Riders of Rohan,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Riders+of+Rohan#paper, 3 red white,1
29,Zealous Conscripts,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Zealous+Conscripts#paper, 4 red,1
30,Champions of Minas Tirith,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Champions+of+Minas+Tirith#paper, 5 white,1
31,Dearly Departed,price/Commander+2020/Dearly+Departed#paper, 4 white white,1
32,Cavern-Hoard Dragon,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Cavern-Hoard+Dragon#paper, 7 red red,1
33,Path to Exile,price/Outlaws+of+Thunder+Junction+Commander/Path+to+Exile#paper, white,1
34,Swords to Plowshares,price/Starter+Commander/Swords+to+Plowshares#paper, white,1
35,Deflecting Palm,price/Ravnica+Murders+at+Karlov+Manor+Commander/Deflecting+Palm#paper, red white,1
36,Forth Eorlingas!,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Forth+Eorlingas#paper, x red white,1
37,Lost to Legend,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Lost+to+Legend#paper, white white,1
38,Mercadia's Downfall,price/The+List/Mercadias+Downfall#paper, 2 red,1
39,Unbreakable Formation,price/The+Brothers+War+Commander/Unbreakable+Formation-retro#paper, 2 white,1
40,Akroma's Will,price/Commander+Legends/Akromas+Will#paper, 3 white,1
41,Mirror Strike,price/Prophecy/Mirror+Strike#paper, 3 white,1
42,Supreme Verdict,price/Ravnica+Clue+Edition/Supreme+Verdict#paper, 1 white white blue,1
43,Call for Aid,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Call+for+Aid#paper, 4 red,1
44,Increasing Devotion,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Increasing+Devotion#paper, 3 white white,1
45,Taunt from the Rampart,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Taunt+from+the+Rampart#paper, 3 red white,1
46,Blasphemous Act,price/The+Brothers+War+Commander/Blasphemous+Act-retro#paper, 8 red,1
47,Wayfarer's Bauble,price/Lost+Caverns+of+Ixalan+Commander/Wayfarers+Bauble#paper, 1,1
48,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
49,Talisman of Conviction,price/Ravnica+Murders+at+Karlov+Manor+Commander/Talisman+of+Conviction#paper, 2,1
50,Talisman of Progress,price/Fallout/Talisman+of+Progress#paper, 2,1
51,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
52,Commander's Sphere,price/Lost+Caverns+of+Ixalan+Commander/Commanders+Sphere#paper, 3,1
53,Crown of Gondor,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Crown+of+Gondor#paper, 3,1
54,Heirloom Blade,price/Jumpstart+2022/Heirloom+Blade#paper, 3,1
55,Herald's Horn,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Heralds+Horn#paper, 3,1
56,Door of Destinies,price/Magic+2014+Core+Set/Door+of+Destinies#paper, 4,1
57,Vanquisher's Banner,price/Lost+Caverns+of+Ixalan+Commander/Vanquishers+Banner#paper, 5,1
58,Shared Animosity,price/Lost+Caverns+of+Ixalan+Commander/Shared+Animosity#paper, 2 red,1
59,Marshal's Anthem,price/Outlaws+of+Thunder+Junction+Commander/Marshals+Anthem#paper, 2 white white,1
60,Court of Ire,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Court+of+Ire#paper, 3 red red,1
61,Oath of Eorl,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Oath+of+Eorl#paper, 3 red white,1
62,Battlefield Forge,price/Outlaws+of+Thunder+Junction+Commander/Battlefield+Forge#paper,,1
63,Clifftop Retreat,price/Outlaws+of+Thunder+Junction+Commander/Clifftop+Retreat#paper,,1
64,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
65,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
66,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
67,Field of Ruin,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Field+of+Ruin#paper,,1
68,Glacial Fortress,price/Fallout/Glacial+Fortress#paper,,1
69,Hallowed Fountain,price/Ravnica+Allegiance/Hallowed+Fountain#paper,,1
70,Island,price/Theros+Beyond+Death/Island-251#paper,,5
71,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,5
72,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
73,Plains,price/Theros+Beyond+Death/Plains-250#paper,,9
74,Prairie Stream,price/Ravnica+Murders+at+Karlov+Manor+Commander/Prairie+Stream#paper,,1
75,Rogue's Passage,price/Outlaws+of+Thunder+Junction+Commander/Rogues+Passage#paper,,1
76,Sacred Foundry,price/Guilds+of+Ravnica/Sacred+Foundry#paper,,1
77,Secluded Courtyard,price/Lost+Caverns+of+Ixalan+Commander/Secluded+Courtyard#paper,,1
78,Steam Vents,price/Guilds+of+Ravnica/Steam+Vents#paper,,1
79,Sulfur Falls,price/Outlaws+of+Thunder+Junction+Commander/Sulfur+Falls#paper,,1
80,Sundown Pass,price/Doctor+Who/Sundown+Pass#paper,,1
81,Terramorphic Expanse,price/Outlaws+of+Thunder+Junction+Commander/Terramorphic+Expanse#paper,,1
82,Throne of the High City,price/Ravnica+Murders+at+Karlov+Manor+Commander/Throne+of+the+High+City#paper,,1
83,Windbrisk Heights,price/Lost+Caverns+of+Ixalan+Commander/Windbrisk+Heights#paper,,1
