,card,link,mana,n
0,"Nahiri, Forged in Fury",price/March+of+the+Machine+The+Aftermath/Nahiri+Forged+in+Fury#paper, 4 red white,1
1,"Jor Kadeen, First Goldwarden",price/PhyrexiaAll+Will+Be+One/Jor+Kadeen+First+Goldwarden-borderless#paper, red white,1
2,"Koll, the Forgemaster",price/Kaldheim/Koll+the+Forgemaster-showcase#paper, red white,1
3,Lion Sash,price/The+List/Lion+Sash#paper, 1 white,1
4,Puresteel Paladin,price/Fallout/Puresteel+Paladin#paper, white white,1
5,"Sram, Senior Edificer",price/Kamigawa+Neon+Dynasty+Commander/Sram+Senior+Edificer#paper, 1 white,1
6,Stoneforge Mystic,price/Double+Masters/Stoneforge+Mystic#paper, 1 white,1
7,"Akiri, Fearless Voyager",price/Commander+Masters/Akiri+Fearless+Voyager#paper, 1 red white,1
8,"Ardenn, Intrepid Archaeologist",price/Commander+Legends/Ardenn+Intrepid+Archaeologist#paper, 2 white,1
9,Armory Paladin,price/Fallout/Armory+Paladin#paper, 1 red white,1
10,Bladegraft Aspirant,price/PhyrexiaAll+Will+Be+One/Bladegraft+Aspirant#paper, 2 red,1
11,"Danitha Capashen, Paragon",price/Jumpstart+2022/Danitha+Capashen+Paragon#paper, 2 white,1
12,"Kellan, the Fae-Blooded",price/Wilds+of+Eldraine/Kellan+the+Fae-Blooded#paper, 2 red,1
13,"Kemba, Kha Regent",price/Commander+Masters/Kemba+Kha+Regent-borderless+profile#paper, 1 white white,1
14,Professional Face-Breaker,price/Streets+of+New+Capenna/Professional+Face-Breaker#paper, 2 red,1
15,"Valduk, Keeper of the Flame",price/Commander+Masters/Valduk+Keeper+of+the+Flame#paper, 2 red,1
16,Armored Skyhunter,price/Commander+Legends/Armored+Skyhunter#paper, 3 white,1
17,"Astor, Bearer of Blades",price/Dominaria+United/Astor+Bearer+of+Blades-showcase#paper, 2 red white,1
18,Bruenor Battlehammer,price/Adventures+in+the+Forgotten+Realms/Bruenor+Battlehammer-showcase#paper, 2 red white,1
19,"Halvar, God of Battle",price/Kaldheim/Halvar+God+of+Battle-showcase#paper, 2 white white,1
20,Leonin Abunas,price/Mirrodin/Leonin+Abunas#paper, 3 white,1
21,Phyrexian Vindicator,price/PhyrexiaAll+Will+Be+One/Phyrexian+Vindicator-showcase#paper, white white white white,1
22,Solemn Simulacrum,price/Fallout/Solemn+Simulacrum#paper, 4,1
23,"Danitha, Benalia's Hope",price/Dominaria+United:Foil/Danitha+Benalias+Hope-showcase#paper, 4 white,1
24,"Nahiri, Heir of the Ancients",price/Zendikar+Rising/Nahiri+Heir+of+the+Ancients-borderless#paper, 2 red white,1
25,Great Train Heist,price/Outlaws+of+Thunder+Junction/Great+Train+Heist#paper, red,1
26,Boros Charm,price/Outlaws+of+Thunder+Junction+Commander/Boros+Charm#paper, red white,1
27,Disenchant,price/The+Brothers+War/Disenchant#paper, 1 white,1
28,Inventory Management,price/Fallout/Inventory+Management#paper, red white,1
29,Reckless Impulse,price/Innistrad+Crimson+Vow/Reckless+Impulse#paper, 1 red,1
30,Wrenn's Resolve,price/March+of+the+Machine/Wrenns+Resolve#paper, 1 red,1
31,Akroma's Will,price/Commander+Legends/Akromas+Will#paper, 3 white,1
32,Response // Resurgence,price/Ravnica+Remastered/Response+Resurgence#paper, hyrid red white hyrid red white phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 3 red white,1
33,Goldwardens' Gambit,price/Phyrexia+All+Will+Be+One+Commander/Goldwardens+Gambit#paper, 6 red red,1
34,Beamtown Beatstick,price/March+of+the+Machine/Beamtown+Beatstick#paper, red,1
35,Colossus Hammer,price/Core+Set+2020/Colossus+Hammer#paper, 1,1
36,Diamond Pick-Axe,price/Lost+Caverns+of+Ixalan/Diamond+Pick-Axe#paper, red,1
37,Prying Blade,price/Ixalan/Prying+Blade#paper, 1,1
38,Shadowspear,price/Theros+Beyond+Death/Shadowspear#paper, 1,1
39,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
40,Stoneforge Masterwork,price/Oath+of+the+Gatewatch/Stoneforge+Masterwork#paper, 1,1
41,Ancestral Blade,price/Commander+Masters/Ancestral+Blade#paper, 1 white,1
42,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
43,Barbed Batterfist,price/PhyrexiaAll+Will+Be+One/Barbed+Batterfist#paper, 1 red,1
44,Blackblade Reforged,price/Kamigawa+Neon+Dynasty+Commander/Blackblade+Reforged#paper, 2,1
45,Boros Signet,price/Ravnica+Clue+Edition/Boros+Signet#paper, 2,1
46,Fire Diamond,price/Commander+Legends+Battle+for+Baldurs+Gate/Fire+Diamond-showcase#paper, 2,1
47,Goldvein Pick,price/Jumpstart+2022/Goldvein+Pick#paper, 2,1
48,Marble Diamond,price/Commander+Legends+Battle+for+Baldurs+Gate/Marble+Diamond-showcase#paper, 2,1
49,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
50,Thran Power Suit,price/The+Brothers+War/Thran+Power+Suit#paper, 2,1
51,Bladehold War-Whip,price/PhyrexiaAll+Will+Be+One/Bladehold+War-Whip#paper, 1 red white,1
52,Darksteel Plate,price/Mirrodin+Besieged/Darksteel+Plate#paper, 3,1
53,Maul of the Skyclaves,price/March+of+the+Machine+Commander/Maul+of+the+Skyclaves#paper, 2 white,1
54,Sickleslicer,price/Modern+Masters+2015/Sickleslicer#paper, 3,1
55,Trepanation Blade,price/Innistrad/Trepanation+Blade#paper, 3,1
56,Brass Knuckles,price/Fallout/Brass+Knuckles#paper, 4,1
57,Hammer of Nazahn,price/Commander+Masters/Hammer+of+Nazahn#paper, 4,1
58,Hexgold Hoverwings,price/PhyrexiaAll+Will+Be+One/Hexgold+Hoverwings#paper, 3 white,1
59,Kemba's Banner,price/Phyrexia+All+Will+Be+One+Commander/Kembas+Banner#paper, 3 white,1
60,Vulshok Splitter,price/PhyrexiaAll+Will+Be+One/Vulshok+Splitter#paper, 3 red,1
61,Dragonwing Glider,price/PhyrexiaAll+Will+Be+One/Dragonwing+Glider#paper, 3 red red,1
62,Hexplate Wallbreaker,price/Phyrexia+All+Will+Be+One+Commander/Hexplate+Wallbreaker#paper, 3 red red,1
63,Argentum Armor,price/Game+Night+Free-For-All/Argentum+Armor#paper, 6,1
64,Kaldra Compleat,price/Commander+Masters/Kaldra+Compleat#paper, 7,1
65,Sigarda's Aid,price/Commander+Legends/Sigardas+Aid-precon#paper, white,1
66,Fighter Class,price/Adventures+in+the+Forgotten+Realms/Fighter+Class#paper, red white,1
67,Forge Anew,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth:Foil/Forge+Anew-760+-+extended#paper, 2 white,1
68,Forging the Tyrite Sword,price/Kaldheim/Forging+the+Tyrite+Sword#paper, 1 red white,1
69,Nahiri's Resolve,price/March+of+the+Machine+The+Aftermath:Foil/Nahiris+Resolve#paper, 3 red white,1
70,Alpine Meadow,price/Kaldheim/Alpine+Meadow#paper,,1
71,Boros Garrison,price/Ravnica+Clue+Edition/Boros+Garrison#paper,,1
72,Clifftop Retreat,price/Outlaws+of+Thunder+Junction+Commander/Clifftop+Retreat#paper,,1
73,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
74,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
75,Furycalm Snarl,price/Lost+Caverns+of+Ixalan+Commander/Furycalm+Snarl#paper,,1
