,card,link,mana,n
33,Sewer Crocodile,price/Streets+of+New+Capenna/Sewer+Crocodile#paper, 5 blue,1
34,Shattered Seraph,price/Streets+of+New+Capenna/Shattered+Seraph-showcase#paper, 4 white blue black,1
35,Threefold Thunderhulk,price/Lost+Caverns+of+Ixalan/Threefold+Thunderhulk#paper, 7,1
36,Invasion of Amonkhet,price/March+of+the+Machine/Invasion+of+Amonkhet#paper, 1 blue black,1
37,An Offer You Can't Refuse,price/Streets+of+New+Capenna/An+Offer+You+Cant+Refuse#paper, blue,1
38,Ashnod's Intervention,price/The+Brothers+War/Ashnods+Intervention#paper, black,1
39,Holy Day,price/Ninth+Edition/Holy+Day#paper, white,1
40,Sam's Desperate Rescue,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Sams+Desperate+Rescue#paper, black,1
41,Slip Out the Back,price/Ravnica+Clue+Edition/Slip+Out+the+Back#paper, blue,1
42,Emergency Weld,price/The+Brothers+War/Emergency+Weld#paper, 1 black,1
43,Blood Pact,price/Innistrad+Midnight+Hunt/Blood+Pact#paper, 2 black,1
44,Exotic Pets,price/Streets+of+New+Capenna/Exotic+Pets#paper, 1 white blue,1
45,Ghostly Flicker,price/Commander+Masters/Ghostly+Flicker#paper, 2 blue,1
46,Obscura Charm,price/Streets+of+New+Capenna/Obscura+Charm-showcase#paper, white blue black,1
47,Void Rend,price/Breaking+News/Void+Rend-showcase#paper, white blue black,1
48,Semester's End,price/Commander+Masters/Semesters+End#paper, 3 white,1
49,Wrath of God,price/Dominaria+Remastered/Wrath+of+God-retro#paper, 2 white white,1
50,Access Denied,price/Kamigawa+Neon+Dynasty+Commander/Access+Denied-extended#paper, 3 blue blue,1
51,Hurkyl's Final Meditation,price/The+Brothers+War/Hurkyls+Final+Meditation#paper, 4 blue blue blue,1
52,Storm Herd,price/Starter+Commander/Storm+Herd#paper, 8 white white,1
53,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
54,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
55,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
56,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
57,Commander's Sphere,price/Lost+Caverns+of+Ixalan+Commander/Commanders+Sphere#paper, 3,1
58,Thran Dynamo,price/The+Brothers+War+Commander/Thran+Dynamo-retro#paper, 4,1
59,The Immortal Sun,price/Commander+Masters/The+Immortal+Sun-foil+etched#paper, 6,1
60,Security Bypass,price/Streets+of+New+Capenna/Security+Bypass#paper, 1 blue,1
61,Marshal's Anthem,price/Outlaws+of+Thunder+Junction+Commander/Marshals+Anthem#paper, 2 white white,1
62,Take Flight,price/The+Brothers+War/Take+Flight#paper, 3 blue,1
63,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
64,Contaminated Aquifer,price/Dominaria+United/Contaminated+Aquifer#paper,,1
65,Dismal Backwater,price/Starter+Commander/Dismal+Backwater#paper,,1
66,"Eiganjo, Seat of the Empire",price/Kamigawa+Neon+Dynasty/Eiganjo+Seat+of+the+Empire#paper,,1
67,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
68,Island,price/Theros+Beyond+Death/Island-251#paper,,8
69,Obscura Storefront,price/Streets+of+New+Capenna/Obscura+Storefront#paper,,1
70,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
71,Plains,price/Theros+Beyond+Death/Plains-250#paper,,8
72,Raffine's Tower,price/Streets+of+New+Capenna/Raffines+Tower-showcase#paper,,1
73,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
74,Skybridge Towers,price/Streets+of+New+Capenna/Skybridge+Towers-showcase#paper,,1
75,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,7
76,Thriving Isle,price/Ravnica+Clue+Edition/Thriving+Isle#paper,,1
77,Thriving Moor,price/Ravnica+Clue+Edition/Thriving+Moor#paper,,1
78,Underground River,price/Outlaws+of+Thunder+Junction+Commander/Underground+River#paper,,1
79,Waterfront District,price/Streets+of+New+Capenna/Waterfront+District-showcase#paper,,1
