,card,link,mana,n
0,"Kangee, Sky Warden",price/Starter+Commander/Kangee+Sky+Warden#paper, 3 white blue,1
1,Battlefield Raptor,price/Kaldheim/Battlefield+Raptor#paper, white,1
2,Harrier Strix,price/Outlaws+of+Thunder+Junction/Harrier+Strix#paper, blue,1
3,Healer's Hawk,price/Guilds+of+Ravnica/Healers+Hawk#paper, white,1
4,Judge's Familiar,price/Ravnica+Remastered/Judges+Familiar#paper, hyrid white blue,1
5,Signal Pest,price/Mirrodin+Besieged/Signal+Pest#paper, 1,1
6,Siren Stormtamer,price/Lost+Caverns+of+Ixalan+Commander/Siren+Stormtamer#paper, blue,1
7,Pride of the Clouds,price/Ravnica+Allegiance+Guild+Kits/Pride+of+the+Clouds#paper, white blue,1
8,Selfless Spirit,price/Jumpstart+2022/Selfless+Spirit#paper, 1 white,1
9,Skycat Sovereign,price/Starter+Commander/Skycat+Sovereign#paper, white blue,1
10,Watcher of the Spheres,price/Core+Set+2021/Watcher+of+the+Spheres#paper, white blue,1
11,Empyrean Eagle,price/Core+Set+2020/Empyrean+Eagle#paper, 1 white blue,1
12,Jubilant Skybonder,price/Starter+Commander/Jubilant+Skybonder#paper, 1 hyrid white blue hyrid white blue,1
13,Kangee's Lieutenant,price/Starter+Commander/Kangees+Lieutenant#paper, 2 white,1
14,"Kira, Great Glass-Spinner",price/Jumpstart/Kira+Great+Glass-Spinner#paper, 1 blue blue,1
15,Loyal Drake,price/Commander+Masters/Loyal+Drake#paper, 2 blue,1
16,Sprite Noble,price/Eternal+Masters/Sprite+Noble#paper, 1 blue blue,1
17,Warden of Evos Isle,price/Starter+Commander/Warden+of+Evos+Isle#paper, 2 blue,1
18,Welcoming Vampire,price/Ravnica+Murders+at+Karlov+Manor+Commander/Welcoming+Vampire#paper, 2 white,1
19,"Donal, Herald of Wings",price/Innistrad+Crimson+Vow+Commander:Foil/Donal+Herald+of+Wings#paper, 2 blue blue,1
20,Emeria Angel,price/Starter+Commander/Emeria+Angel#paper, 2 white white,1
21,Ethereal Investigator,price/Ravnica+Murders+at+Karlov+Manor+Commander/Ethereal+Investigator#paper, 3 blue,1
22,"Ishai, Ojutai Dragonspeaker",price/Commander+Legends:Foil/Ishai+Ojutai+Dragonspeaker-etched#paper, 2 white blue,1
23,Magus of the Moat,price/Mystery+Booster/Magus+of+the+Moat#paper, 2 white white,1
24,Thunderclap Wyvern,price/Starter+Commander/Thunderclap+Wyvern#paper, 2 white blue,1
25,"Inniaz, the Gale Force",price/Jumpstart/Inniaz+the+Gale+Force#paper, 3 blue blue,1
26,Steel-Plume Marshal,price/Starter+Commander/Steel-Plume+Marshal#paper, 3 white white,1
27,Medomai the Ageless,price/Theros/Medomai+the+Ageless#paper, 4 white blue,1
28,"Sephara, Sky's Blade",price/Starter+Commander/Sephara+Skys+Blade#paper, 4 white white white,1
29,Windreader Sphinx,price/Starter+Commander/Windreader+Sphinx#paper, 5 blue blue,1
30,Stormtide Leviathan,price/Magic+2011/Stormtide+Leviathan#paper, 5 blue blue blue,1
31,Brainstorm,price/Duel+Decks+Izzet+vs+Golgari/Brainstorm#paper, blue,1
32,Path to Exile,price/Outlaws+of+Thunder+Junction+Commander/Path+to+Exile#paper, white,1
33,Surge of Salvation,price/March+of+the+Machine/Surge+of+Salvation#paper, white,1
34,Swords to Plowshares,price/Starter+Commander/Swords+to+Plowshares#paper, white,1
35,Azorius Charm,price/Return+to+Ravnica/Azorius+Charm#paper, white blue,1
36,Counterspell,price/Dominaria+Remastered/Counterspell-retro#paper, blue blue,1
37,Heliod's Intervention,price/Outlaws+of+Thunder+Junction+Commander/Heliods+Intervention#paper, x white white,1
38,Impulse,price/Dominaria+Remastered/Impulse#paper, 1 blue,1
39,Lofty Denial,price/Core+Set+2021/Lofty+Denial#paper, 1 blue,1
40,Negate,price/Oath+of+the+Gatewatch/Negate#paper, 1 blue,1
41,Rally of Wings,price/Starter+Commander/Rally+of+Wings#paper, 1 white,1
42,Reality Shift,price/Commander+Masters/Reality+Shift#paper, 1 blue,1
43,Generous Gift,price/Wilds+of+Eldraine+Commander/Generous+Gift#paper, 2 white,1
44,Ravenform,price/Lost+Caverns+of+Ixalan+Commander/Ravenform#paper, 2 blue,1
45,Winged Words,price/Starter+Commander/Winged+Words#paper, 2 blue,1
46,Supreme Verdict,price/Ravnica+Clue+Edition/Supreme+Verdict#paper, 1 white white blue,1
47,Access Denied,price/Kamigawa+Neon+Dynasty+Commander/Access+Denied-extended#paper, 3 blue blue,1
48,Migratory Route,price/March+of+the+Machine+Commander/Migratory+Route#paper, 3 white blue,1
49,Spectral Procession,price/Duel+Decks+Sorin+vs+Tibalt/Spectral+Procession#paper, hyrid 2 generic white hyrid 2 generic white hyrid 2 generic white,1
50,Storm of Souls,price/Innistrad+Crimson+Vow+Commander/Storm+of+Souls#paper, 4 white white,1
51,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
52,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
53,Azorius Signet,price/Ravnica+Murders+at+Karlov+Manor+Commander/Azorius+Signet#paper, 2,1
54,Lightning Greaves,price/Outlaws+of+Thunder+Junction+Commander/Lightning+Greaves#paper, 2,1
55,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
