,card,link,mana,n
60,Chromatic Lantern,price/Outlaws+of+Thunder+Junction+Commander/Chromatic+Lantern#paper, 3,1
61,Animate Dead,price/Ravnica+Murders+at+Karlov+Manor+Commander/Animate+Dead#paper, 1 black,1
62,Fanatical Devotion,price/Nemesis/Fanatical+Devotion#paper, 2 white,1
63,Necromancy,price/Ravnica+Murders+at+Karlov+Manor+Commander/Necromancy#paper, 2 black,1
64,Teleportation Circle,price/Adventures+in+the+Forgotten+Realms/Teleportation+Circle#paper, 3 white,1
65,Whip of Erebos,price/Theros/Whip+of+Erebos#paper, 2 black black,1
66,True Conviction,price/Starter+Commander/True+Conviction#paper, 3 white white white,1
67,Bojuka Bog,price/Outlaws+of+Thunder+Junction+Commander/Bojuka+Bog#paper,,1
68,Cabal Coffers,price/Modern+Horizons+2/Cabal+Coffers#paper,,1
69,Caves of Koilos,price/Outlaws+of+Thunder+Junction+Commander/Caves+of+Koilos#paper,,1
70,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
71,"Emeria, the Sky Ruin",price/Commander+2014/Emeria+the+Sky+Ruin#paper,,1
72,Field of the Dead,price/Core+Set+2020/Field+of+the+Dead#paper,,1
73,Geier Reach Sanitarium,price/Lost+Caverns+of+Ixalan+Commander/Geier+Reach+Sanitarium#paper,,1
74,Godless Shrine,price/Ravnica+Allegiance/Godless+Shrine#paper,,1
75,Great Hall of Starnheim,price/Kaldheim/Great+Hall+of+Starnheim#paper,,1
76,High Market,price/Commander+2021/High+Market#paper,,1
77,Marsh Flats,price/Modern+Horizons+2/Marsh+Flats#paper,,1
78,"Nykthos, Shrine to Nyx",price/The+List/Nykthos+Shrine+to+Nyx#paper,,1
79,Phyrexian Tower,price/Jumpstart/Phyrexian+Tower#paper,,1
80,Plains,price/Theros+Beyond+Death/Plains-250#paper,,5
81,Prismatic Vista,price/Modern+Horizons/Prismatic+Vista#paper,,1
82,Snow-Covered Plains,price/Kaldheim/Snow-Covered+Plains-276#paper,,2
83,Snow-Covered Swamp,price/Kaldheim/Snow-Covered+Swamp-280#paper,,2
84,Snowfield Sinkhole,price/Kaldheim/Snowfield+Sinkhole#paper,,1
85,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,4
86,"Urborg, Tomb of Yawgmoth",price/Time+Spiral+Remastered/Urborg+Tomb+of+Yawgmoth#paper,,1
87,Vault of Champions,price/Commander+Masters/Vault+of+Champions-borderless#paper,,1
88,Verdant Catacombs,price/Modern+Horizons+2/Verdant+Catacombs#paper,,1
89,Westvale Abbey,price/Shadows+over+Innistrad/Westvale+Abbey#paper,,1
90,Windswept Heath,price/Modern+Horizons+3/Windswept+Heath#paper,,1
