,card,link,mana,n
40,Lotus Bloom,price/Time+Spiral+Remastered/Lotus+Bloom#paper,,1
41,Mox Tantalite,price/Modern+Horizons/Mox+Tantalite#paper,,1
42,Sol Talisman,price/Modern+Horizons+2/Sol+Talisman#paper,,1
43,Sensei's Divining Top,price/Champions+of+Kamigawa/Senseis+Divining+Top#paper, 1,1
44,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
45,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
46,Lightning Greaves,price/Outlaws+of+Thunder+Junction+Commander/Lightning+Greaves#paper, 2,1
47,Scroll Rack,price/Commander+Legends/Scroll+Rack#paper, 2,1
48,Talisman of Conviction,price/Ravnica+Murders+at+Karlov+Manor+Commander/Talisman+of+Conviction#paper, 2,1
49,Talisman of Creativity,price/Commander+Legends+Battle+for+Baldurs+Gate/Talisman+of+Creativity#paper, 2,1
50,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
51,Rotating Fireplace,price/Doctor+Who/Rotating+Fireplace#paper, 3,1
52,Sonic Screwdriver,price/Doctor+Who/Sonic+Screwdriver-186#paper, 3,1
53,Gilded Lotus,price/The+Brothers+War+Retro+Frame+Artifacts/Gilded+Lotus-retro#paper, 5,1
54,Training Grounds,price/March+of+the+Machine+The+Aftermath:Foil/Training+Grounds-showcase#paper, blue,1
55,Passionate Archaeologist,price/Commander+Legends+Battle+for+Baldurs+Gate:Foil/Passionate+Archaeologist#paper, 1 red,1
56,Regenerations Restored,price/Doctor+Who/Regenerations+Restored#paper, white blue,1
57,As Foretold,price/Doctor+Who/As+Foretold-extended#paper, 2 blue,1
58,Four Knocks,price/Doctor+Who/Four+Knocks#paper, 2 white,1
59,Propaganda,price/Outlaws+of+Thunder+Junction+Commander/Propaganda#paper, 2 blue,1
60,Crack in Time,price/Doctor+Who/Crack+in+Time#paper, 3 white,1
61,The Eleventh Hour,price/Doctor+Who/The+Eleventh+Hour#paper, 3 blue,1
62,The Parting of the Ways,price/Doctor+Who/The+Parting+of+the+Ways#paper, 4 red red,1
63,Mind's Dilation,price/Outlaws+of+Thunder+Junction+Commander/Minds+Dilation#paper, 5 blue blue,1
64,Omniscience,price/Enchanting+Tales/Omniscience#paper, 7 blue blue blue,1
65,Abraded Bluffs,price/Outlaws+of+Thunder+Junction/Abraded+Bluffs#paper,,1
66,Clifftop Retreat,price/Outlaws+of+Thunder+Junction+Commander/Clifftop+Retreat#paper,,1
67,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
68,Deserted Beach,price/Doctor+Who/Deserted+Beach#paper,,1
69,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
70,Frostboil Snarl,price/Outlaws+of+Thunder+Junction+Commander/Frostboil+Snarl#paper,,1
71,Furycalm Snarl,price/Lost+Caverns+of+Ixalan+Commander/Furycalm+Snarl#paper,,1
72,Gallifrey Council Chamber,price/Doctor+Who/Gallifrey+Council+Chamber#paper,,1
73,Glacial Fortress,price/Fallout/Glacial+Fortress#paper,,1
74,Irrigated Farmland,price/Ravnica+Murders+at+Karlov+Manor+Commander/Irrigated+Farmland#paper,,1
75,Island,price/Theros+Beyond+Death/Island-251#paper,,3
76,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,3
77,Mystic Monastery,price/March+of+the+Machine+Commander/Mystic+Monastery#paper,,1
78,Ominous Cemetery,price/Doctor+Who/Ominous+Cemetery#paper,,1
79,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
80,Plains,price/Theros+Beyond+Death/Plains-250#paper,,2
81,Port Town,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Port+Town#paper,,1
82,Rivendell,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Rivendell-borderless#paper,,1
83,Rogue's Passage,price/Outlaws+of+Thunder+Junction+Commander/Rogues+Passage#paper,,1
84,Stormcarved Coast,price/Doctor+Who/Stormcarved+Coast#paper,,1
85,Sulfur Falls,price/Outlaws+of+Thunder+Junction+Commander/Sulfur+Falls#paper,,1
86,Sundown Pass,price/Doctor+Who/Sundown+Pass#paper,,1
87,Temple of Enlightenment,price/Ravnica+Murders+at+Karlov+Manor+Commander/Temple+of+Enlightenment#paper,,1
88,Temple of Epiphany,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Epiphany#paper,,1
89,Temple of Triumph,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Triumph#paper,,1
90,Temple of the False God,price/Fallout/Temple+of+the+False+God#paper,,1
91,Thespian's Stage,price/Doctor+Who/Thespians+Stage#paper,,1
92,Thriving Bluff,price/Ravnica+Clue+Edition/Thriving+Bluff#paper,,1
93,Trenzalore Clocktower,price/Doctor+Who/Trenzalore+Clocktower#paper,,1
94,War Room,price/Ravnica+Murders+at+Karlov+Manor+Commander/War+Room#paper,,1
