,card,link,mana,n
46,Shamanic Revelation,price/Streets+of+New+Capenna+Commander/Shamanic+Revelation#paper, 3 green green,1
47,Crash the Party,price/Streets+of+New+Capenna+Commander/Crash+the+Party#paper, 5 green,1
48,Ezuri's Predation,price/Commander+2021/Ezuris+Predation#paper, 5 green green green,1
49,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
50,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
51,Horn of the Mark,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Horn+of+the+Mark#paper, 2,1
52,Talisman of Unity,price/Ravnica+Murders+at+Karlov+Manor+Commander/Talisman+of+Unity#paper, 2,1
53,Lifecrafter's Bestiary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Lifecrafters+Bestiary#paper, 3,1
54,Beastmaster Ascension,price/Mystery+Booster/Beastmaster+Ascension#paper, 2 green,1
55,Gaea's Anthem,price/Modern+Masters+2017+Edition/Gaeas+Anthem#paper, 1 green green,1
56,Glorious Anthem,price/Core+Set+2021/Glorious+Anthem#paper, 1 white white,1
57,In the Trenches,price/The+Brothers+War/In+the+Trenches#paper, 1 white white,1
58,Spear of Heliod,price/Theros/Spear+of+Heliod#paper, 1 white white,1
59,Felidar Retreat,price/Starter+Commander/Felidar+Retreat#paper, 3 white,1
60,Muraganda Petroglyphs,price/Time+Spiral+Remastered/Muraganda+Petroglyphs#paper, 3 green,1
61,Rabble Rousing,price/Streets+of+New+Capenna/Rabble+Rousing#paper, 4 white,1
62,Collective Blessing,price/Starter+Commander/Collective+Blessing#paper, 3 green green white,1
63,Primeval Bounty,price/Commander+Legends+Battle+for+Baldurs+Gate/Primeval+Bounty#paper, 5 green,1
64,Sandwurm Convergence,price/Commander+Legends+Battle+for+Baldurs+Gate/Sandwurm+Convergence#paper, 6 green green,1
65,Canopy Vista,price/Ravnica+Murders+at+Karlov+Manor+Commander/Canopy+Vista#paper,,1
66,Castle Ardenvale,price/Ravnica+Murders+at+Karlov+Manor+Commander/Castle+Ardenvale#paper,,1
67,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
68,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
69,Forest,price/Theros+Beyond+Death/Forest-254#paper,,10
70,Fortified Village,price/Lost+Caverns+of+Ixalan+Commander/Fortified+Village#paper,,1
71,Hidden Nursery,price/Lost+Caverns+of+Ixalan/Hidden+Nursery#paper,,1
72,Mosswort Bridge,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mosswort+Bridge#paper,,1
73,Plains,price/Theros+Beyond+Death/Plains-250#paper,,11
74,Radiant Grove,price/Dominaria+United/Radiant+Grove#paper,,1
75,Restless Prairie,price/Lost+Caverns+of+Ixalan/Restless+Prairie#paper,,1
76,Selesnya Sanctuary,price/Ravnica+Clue+Edition/Selesnya+Sanctuary#paper,,1
77,Sungrass Prairie,price/Fallout/Sungrass+Prairie#paper,,1
78,Temple of Plenty,price/Fallout/Temple+of+Plenty#paper,,1
79,"Vitu-Ghazi, the City-Tree",price/Wilds+of+Eldraine+Commander/Vitu-Ghazi+the+City-Tree#paper,,1
80,Windbrisk Heights,price/Lost+Caverns+of+Ixalan+Commander/Windbrisk+Heights#paper,,1
