,card,link,mana,n
38,Narset's Reversal,price/Theros+Beyond+Death+Promos/Narsets+Reversal-planeswalker+stamp#paper, blue blue,1
39,Negate,price/Oath+of+the+Gatewatch/Negate#paper, 1 blue,1
40,Prologue to Phyresis,price/PhyrexiaAll+Will+Be+One/Prologue+to+Phyresis#paper, 1 blue,1
41,Resculpt,price/Commander+Masters/Resculpt#paper, 1 blue,1
42,Snapback,price/Time+Spiral+Remastered/Snapback#paper, 1 blue,1
43,Soothing of Smeagol,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Soothing+of+Smeagol#paper, 1 blue,1
44,Test of Talents,price/Strixhaven+School+of+Mages/Test+of+Talents#paper, 1 blue,1
45,Unsubstantiate,price/Core+Set+2021/Unsubstantiate#paper, 1 blue,1
46,Capsize,price/Tempest/Capsize#paper, 1 blue blue,1
47,Didn't Say Please,price/Throne+of+Eldraine/Didnt+Say+Please#paper, 1 blue blue,1
48,Dissipate,price/Innistrad+Midnight+Hunt/Dissipate#paper, 1 blue blue,1
49,Divide by Zero,price/Strixhaven+School+of+Mages/Divide+by+Zero#paper, 2 blue,1
50,Frantic Search,price/Commander+Masters/Frantic+Search-borderless#paper, 2 blue,1
51,Ravenform,price/Lost+Caverns+of+Ixalan+Commander/Ravenform#paper, 2 blue,1
52,Repulse,price/Breaking+News/Repulse-showcase#paper, 2 blue,1
53,Saw It Coming,price/Kaldheim/Saw+It+Coming#paper, 1 blue blue,1
54,Unwind,price/Dominaria/Unwind#paper, 2 blue,1
55,Behold the Multiverse,price/Kaldheim/Behold+the+Multiverse#paper, 3 blue,1
56,Foil,price/Mystery+Booster/Foil#paper, 2 blue blue,1
57,Polymorph,price/Magic+2010/Polymorph#paper, 3 blue,1
58,Traumatize,price/Magic+2010/Traumatize#paper, 3 blue blue,1
59,Cut Your Losses,price/Streets+of+New+Capenna/Cut+Your+Losses-extended#paper, 4 blue blue,1
60,Lotus Petal,price/Tempest/Lotus+Petal#paper, 0,1
61,Tormod's Crypt,price/Dominaria+Remastered/Tormods+Crypt#paper, 0,1
62,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
63,Folio of Fancies,price/Throne+of+Eldraine/Folio+of+Fancies#paper, 1 blue,1
64,Telepathy,price/Tenth+Edition/Telepathy#paper, blue,1
65,Confounding Conundrum,price/Zendikar+Rising/Confounding+Conundrum#paper, 1 blue,1
66,As Foretold,price/Doctor+Who/As+Foretold-extended#paper, 2 blue,1
67,Fraying Sanity,price/Fallout/Fraying+Sanity#paper, 2 blue,1
68,Mirrormade,price/Throne+of+Eldraine/Mirrormade#paper, 1 blue blue,1
69,Leyline of Anticipation,price/Enchanting+Tales/Leyline+of+Anticipation#paper, 2 blue blue,1
70,Island,price/Theros+Beyond+Death/Island-251#paper,,29
71,Mystic Sanctuary,price/Ravnica+Murders+at+Karlov+Manor+Commander/Mystic+Sanctuary#paper,,1
