,card,link,mana,n
0,"Arahbo, Roar of the World",price/Commander+2017:Foil/Arahbo+Roar+of+the+World#paper, 3 green white,1
1,"Kaheera, the Orphanguard",price/Multiverse+Legends/Kaheera+the+Orphanguard#paper, 1 hyrid green white hyrid green white,1
2,Arcbound Mouser,price/Modern+Horizons+2/Arcbound+Mouser#paper, white,1
3,Garrison Cat,price/Ikoria+Lair+of+Behemoths/Garrison+Cat#paper, white,1
4,Leonin Vanguard,price/Core+Set+2019/Leonin+Vanguard#paper, white,1
5,Loam Lion,price/Worldwake/Loam+Lion#paper, white,1
6,Scythe Leopard,price/Battle+for+Zendikar/Scythe+Leopard#paper, green,1
7,Steppe Lynx,price/Jumpstart+2022/Steppe+Lynx#paper, white,1
8,Trained Caracal,price/Jumpstart+2022/Trained+Caracal#paper, white,1
9,Adorned Pouncer,price/Mystery+Booster/Adorned+Pouncer#paper, 1 white,1
10,Ajani's Pridemate,price/Ravnica+Clue+Edition/Ajanis+Pridemate#paper, 1 white,1
11,Bronzehide Lion,price/Theros+Beyond+Death/Bronzehide+Lion#paper, green white,1
12,Felidar Cub,price/Battle+for+Zendikar/Felidar+Cub#paper, 1 white,1
13,Fleecemane Lion,price/Adventures+in+the+Forgotten+Realms+Commander/Fleecemane+Lion#paper, green white,1
14,Initiate's Companion,price/Amonkhet/Initiates+Companion#paper, 1 green,1
15,Leonin Skyhunter,price/Mirrodin+Besieged/Leonin+Skyhunter#paper, white white,1
16,Leonin of the Lost Pride,price/Theros+Beyond+Death/Leonin+of+the+Lost+Pride#paper, 1 white,1
17,Lost Leonin,price/New+Phyrexia/Lost+Leonin#paper, 1 white,1
18,Mesa Lynx,price/Jumpstart+2022/Mesa+Lynx#paper, 1 white,1
19,Nishoba Brawler,price/Dominaria+United/Nishoba+Brawler#paper, 1 green,1
20,Oreskos Explorer,price/The+List/Oreskos+Explorer#paper, 1 white,1
21,Oreskos Sun Guide,price/Born+of+the+Gods/Oreskos+Sun+Guide#paper, 1 white,1
22,Pouncing Lynx,price/Jumpstart+2022/Pouncing+Lynx#paper, 1 white,1
23,Watchers of the Dead,price/Amonkhet/Watchers+of+the+Dead#paper, 2,1
24,Whitemane Lion,price/Dominaria+Remastered/Whitemane+Lion-retro#paper, 1 white,1
25,Feline Sovereign,price/Core+Set+2021/Feline+Sovereign#paper, 2 green,1
26,King of the Pride,price/Jumpstart+2022/King+of+the+Pride#paper, 2 white,1
27,"Kutzil, Malamet Exemplar",price/Lost+Caverns+of+Ixalan/Kutzil+Malamet+Exemplar-showcase#paper, 1 green white,1
28,"Mirri, Cat Warrior",price/Anthologies/Mirri+Cat+Warrior#paper, 1 green green,1
29,Pride Sovereign,price/Hour+of+Devastation/Pride+Sovereign#paper, 2 green,1
30,Pridemalkin,price/Jumpstart+2022/Pridemalkin#paper, 2 green,1
31,Skyhunter Skirmisher,price/Mystery+Booster/Skyhunter+Skirmisher#paper, 1 white white,1
32,Jazal Goldmane,price/Commander+Masters/Jazal+Goldmane#paper, 2 white white,1
33,Keeper of Fables,price/The+List/Keeper+of+Fables#paper, 3 green green,1
34,Regal Caracal,price/Amonkhet/Regal+Caracal#paper, 3 white white,1
35,Bounding Felidar,price/Outlaws+of+Thunder+Junction/Bounding+Felidar#paper, 5 white,1
36,Felidar Sovereign,price/Battle+for+Zendikar/Felidar+Sovereign#paper, 4 white white,1
37,Ajani Unyielding,price/Streets+of+New+Capenna+Commander/Ajani+Unyielding#paper, 4 green white,1
