,card,link,mana,n
22,"Shalai, Voice of Plenty",price/Wilds+of+Eldraine+Commander/Shalai+Voice+of+Plenty#paper, 3 white,1
23,"Sivriss, Nightmare Speaker",price/Commander+Legends+Battle+for+Baldurs+Gate/Sivriss+Nightmare+Speaker-showcase#paper, 3 black,1
24,"Tayam, Luminous Enigma",price/Commander+2020:Foil/Tayam+Luminous+Enigma#paper, 1 white black green,1
25,Teysa Karlov,price/Commander+Masters/Teysa+Karlov-borderless+profile#paper, 2 white black,1
26,"Alharu, Solemn Ritualist",price/March+of+the+Machine+Commander/Alharu+Solemn+Ritualist#paper, 4 white,1
27,Arvad the Cursed,price/Dominaria+United+Commander/Arvad+the+Cursed#paper, 3 white black,1
28,Drizzt Do'Urden,price/Adventures+in+the+Forgotten+Realms/Drizzt+DoUrden-showcase#paper, 3 green white,1
29,"Firja, Judge of Valor",price/Multiverse+Legends/Firja+Judge+of+Valor#paper, 2 white black black,1
30,"Karametra, God of Harvests",price/Born+of+the+Gods/Karametra+God+of+Harvests#paper, 3 green white,1
31,Massacre Girl,price/Outlaws+of+Thunder+Junction+Commander/Massacre+Girl#paper, 3 black black,1
32,"Nethroi, Apex of Death",price/Dominaria+United+Commander/Nethroi+Apex+of+Death#paper, 2 white black green,1
33,"Syr Konrad, the Grim",price/Ravnica+Murders+at+Karlov+Manor+Commander/Syr+Konrad+the+Grim#paper, 3 black black,1
34,"Hamza, Guardian of Arashin",price/March+of+the+Machine+Commander/Hamza+Guardian+of+Arashin#paper, 4 green white,1
35,Kodama of the East Tree,price/Commander+Legends/Kodama+of+the+East+Tree#paper, 4 green green,1
36,Tolsimir Wolfblood,price/Ravnica+Remastered/Tolsimir+Wolfblood-retro#paper, 4 green white,1
37,"Kozilek, the Great Distortion",price/Commander+Masters/Kozilek+the+Great+Distortion#paper, 8 colorless colorless,1
38,Gideon Blackblade,price/Ravnica+Remastered:Foil/Gideon+Blackblade#paper, 1 white white,1
39,"Jiang Yanggu, Wildcrafter",price/War+of+the+Spark/Jiang+Yanggu+Wildcrafter#paper, 2 green,1
40,"Ajani, Strength of the Pride",price/Jumpstart+2022/Ajani+Strength+of+the+Pride#paper, 2 white white,1
41,"Kaya, Spirits' Justice",price/Ravnica+Murders+at+Karlov+Manor/Kaya+Spirits+Justice#paper, 2 white black,1
42,Kaya the Inexorable,price/Kaldheim/Kaya+the+Inexorable-borderless#paper, 3 white black,1
43,Ajani Unyielding,price/Streets+of+New+Capenna+Commander/Ajani+Unyielding#paper, 4 green white,1
44,"Elspeth, Sun's Champion",price/Ravnica+Murders+at+Karlov+Manor+Commander/Elspeth+Suns+Champion#paper, 4 white white,1
45,Mox Amber,price/The+Brothers+War+Retro+Frame+Artifacts/Mox+Amber-retro#paper, 0,1
46,Stone of Erech,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Stone+of+Erech#paper, 1,1
47,Blackblade Reforged,price/Kamigawa+Neon+Dynasty+Commander/Blackblade+Reforged#paper, 2,1
48,Mirror of Galadriel,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Mirror+of+Galadriel#paper, 2,1
49,The Irencrag,price/Wilds+of+Eldraine/The+Irencrag#paper, 2,1
50,Hylda's Crown of Winter,price/Wilds+of+Eldraine/Hyldas+Crown+of+Winter#paper, 3,1
51,Kefnet's Monument,price/Amonkhet/Kefnets+Monument#paper, 3,1
52,Mindslaver,price/Breaking+News/Mindslaver-showcase#paper, 6,1
53,Sanctum of Tranquil Light,price/Core+Set+2021/Sanctum+of+Tranquil+Light#paper, white,1
54,Tinybones Joins Up,price/Outlaws+of+Thunder+Junction/Tinybones+Joins+Up#paper, black,1
55,Agent of the Shadow Thieves,price/Commander+Legends+Battle+for+Baldurs+Gate/Agent+of+the+Shadow+Thieves#paper, 1 black,1
56,Hardy Outlander,price/Commander+Legends+Battle+for+Baldurs+Gate/Hardy+Outlander#paper, 1 green,1
57,Sanctum of Stone Fangs,price/Core+Set+2021/Sanctum+of+Stone+Fangs#paper, 1 black,1
58,Scion of Halaster,price/Commander+Legends+Battle+for+Baldurs+Gate/Scion+of+Halaster#paper, 1 black,1
59,Veteran Soldier,price/Commander+Legends+Battle+for+Baldurs+Gate/Veteran+Soldier#paper, 1 white,1
60,Vraska Joins Up,price/Outlaws+of+Thunder+Junction/Vraska+Joins+Up#paper, black green,1
61,Flaming Fist,price/Commander+Legends+Battle+for+Baldurs+Gate/Flaming+Fist#paper, 2 white,1
62,Master Chef,price/Commander+Legends+Battle+for+Baldurs+Gate/Master+Chef#paper, 2 green,1
63,Sanctum of Fruitful Harvest,price/Core+Set+2021/Sanctum+of+Fruitful+Harvest#paper, 2 green,1
64,Honden of Cleansing Fire,price/Eternal+Masters/Honden+of+Cleansing+Fire#paper, 3 white,1
65,Honden of Night's Reach,price/Champions+of+Kamigawa/Honden+of+Nights+Reach#paper, 3 black,1
66,The Kenriths' Royal Funeral,price/March+of+the+Machine+The+Aftermath/The+Kenriths+Royal+Funeral#paper, 2 white black,1
67,Barad-dur,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Barad-dur#paper,,1
68,Blossoming Sands,price/Khans+of+Tarkir/Blossoming+Sands#paper,,1
69,Brushland,price/The+Brothers+War/Brushland#paper,,1
70,Canopy Vista,price/Ravnica+Murders+at+Karlov+Manor+Commander/Canopy+Vista#paper,,1
71,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
72,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
73,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
74,Forest,price/Theros+Beyond+Death/Forest-254#paper,,3
75,Fortified Village,price/Lost+Caverns+of+Ixalan+Commander/Fortified+Village#paper,,1
76,Gateway Plaza,price/War+of+the+Spark/Gateway+Plaza#paper,,1
77,Gavony Township,price/March+of+the+Machine+Commander/Gavony+Township#paper,,1
78,Geier Reach Sanitarium,price/Lost+Caverns+of+Ixalan+Commander/Geier+Reach+Sanitarium#paper,,1
79,Graypelt Refuge,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Graypelt+Refuge#paper,,1
80,Hall of Heliod's Generosity,price/Wilds+of+Eldraine+Commander/Hall+of+Heliods+Generosity#paper,,1
81,Isolated Chapel,price/Outlaws+of+Thunder+Junction+Commander/Isolated+Chapel#paper,,1
82,Jungle Hollow,price/Fate+Reforged/Jungle+Hollow#paper,,1
83,Murmuring Bosk,price/Dominaria+United+Commander/Murmuring+Bosk#paper,,1
84,Necroblossom Snarl,price/Phyrexia+All+Will+Be+One+Commander/Necroblossom+Snarl#paper,,1
85,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
86,Plains,price/Theros+Beyond+Death/Plains-250#paper,,3
87,Sandsteppe Citadel,price/Commander+Masters/Sandsteppe+Citadel#paper,,1
88,Scoured Barrens,price/March+of+the+Machine/Scoured+Barrens#paper,,1
89,Shineshadow Snarl,price/Lost+Caverns+of+Ixalan+Commander/Shineshadow+Snarl#paper,,1
90,Shire Terrace,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Shire+Terrace#paper,,1
91,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,3
92,The Grey Havens,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/The+Grey+Havens-borderless#paper,,1
93,Woodland Cemetery,price/Outlaws+of+Thunder+Junction+Commander/Woodland+Cemetery#paper,,1
