,card,link,mana,n
0,"The Gitrog, Ravenous Ride",price/Outlaws+of+Thunder+Junction/The+Gitrog+Ravenous+Ride#paper, 3 black green,1
1,Birds of Paradise,price/Dominaria+Remastered/Birds+of+Paradise-retro#paper, green,1
2,Deathrite Shaman,price/Ravnica+Remastered/Deathrite+Shaman-retro#paper, hyrid black green,1
3,Ravenous Squirrel,price/Modern+Horizons+2/Ravenous+Squirrel-showcase#paper, hyrid black green,1
4,"Valentin, Dean of the Vein",price/The+List/Valentin+Dean+of+the+Vein#paper, black,1
5,Aftermath Analyst,price/Ravnica+Murders+at+Karlov+Manor/Aftermath+Analyst#paper, 1 green,1
6,Bramble Familiar,price/Wilds+of+Eldraine/Bramble+Familiar#paper, 1 green,1
7,Glowspore Shaman,price/Ravnica+Remastered/Glowspore+Shaman#paper, black green,1
8,Hardbristle Bandit,price/Outlaws+of+Thunder+Junction/Hardbristle+Bandit#paper, 1 green,1
9,Incubation Druid,price/March+of+the+Machine+Commander/Incubation+Druid#paper, 1 green,1
10,Llanowar Loamspeaker,price/Dominaria+United/Llanowar+Loamspeaker#paper, 1 green,1
11,Mosswood Dreadknight,price/Wilds+of+Eldraine/Mosswood+Dreadknight#paper, 1 green,1
12,Paradise Druid,price/Adventures+in+the+Forgotten+Realms+Commander/Paradise+Druid#paper, 1 green,1
13,Skull Prophet,price/Ikoria+Lair+of+Behemoths/Skull+Prophet#paper, black green,1
14,"Azusa, Lost but Seeking",price/Commander+Masters/Azusa+Lost+but+Seeking#paper, 2 green,1
15,Courser of Kruphix,price/Commander+Masters/Courser+of+Kruphix#paper, 1 green green,1
16,Glissa Sunslayer,price/PhyrexiaAll+Will+Be+One/Glissa+Sunslayer-showcase#paper, 1 black green,1
17,Honest Rutstein,price/Outlaws+of+Thunder+Junction/Honest+Rutstein#paper, 1 black green,1
18,"Kaervek, the Punisher",price/Outlaws+of+Thunder+Junction/Kaervek+the+Punisher-showcase#paper, 1 black black,1
19,Leyline Prowler,price/War+of+the+Spark/Leyline+Prowler#paper, 1 black green,1
20,"Nissa, Resurgent Animist",price/March+of+the+Machine+The+Aftermath/Nissa+Resurgent+Animist#paper, 2 green,1
21,Old Rutstein,price/Innistrad+Crimson+Vow/Old+Rutstein-showcase#paper, 1 black green,1
22,"Smeagol, Helpful Guide",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Smeagol+Helpful+Guide-showcase#paper, 1 black green,1
23,"Titania, Voice of Gaea",price/The+Brothers+War/Titania+Voice+of+Gaea#paper, 1 green green,1
24,"Vraska, the Silencer",price/Outlaws+of+Thunder+Junction/Vraska+the+Silencer#paper, 1 black green,1
25,Glissa Sunseeker,price/Mirrodin/Glissa+Sunseeker#paper, 2 green green,1
26,The Gitrog Monster,price/Mystery+Booster/The+Gitrog+Monster#paper, 3 black green,1
27,"Titania, Protector of Argoth",price/Outlaws+of+Thunder+Junction+Commander/Titania+Protector+of+Argoth#paper, 3 green green,1
28,"Razaketh, the Foulblooded",price/Commander+Masters/Razaketh+the+Foulblooded#paper, 5 black black black,1
29,"Vraska, Golgari Queen",price/Guilds+of+Ravnica/Vraska+Golgari+Queen#paper, 2 black green,1
30,"Vraska, Relic Seeker",price/Ixalan/Vraska+Relic+Seeker#paper, 4 black green,1
31,"Nissa, Ascended Animist",price/PhyrexiaAll+Will+Be+One/Nissa+Ascended+Animist#paper, 3 green green hyrid green  hyrid green ,1
32,Invasion of Zendikar,price/March+of+the+Machine/Invasion+of+Zendikar#paper, 3 green,1
33,Corrupted Conviction,price/Outlaws+of+Thunder+Junction/Corrupted+Conviction#paper, black,1
34,Cut Down,price/Dominaria+United/Cut+Down#paper, black,1
35,Dark Ritual,price/Fifth+Edition/Dark+Ritual#paper, black,1
36,Dig Up,price/Innistrad+Crimson+Vow/Dig+Up#paper, green,1
37,March of Wretched Sorrow,price/Kamigawa+Neon+Dynasty/March+of+Wretched+Sorrow#paper, x black,1
38,Reanimate,price/Breaking+News/Reanimate-showcase#paper, black,1
39,Thoughtseize,price/Breaking+News/Thoughtseize-showcase#paper, black,1
40,Trash the Town,price/Outlaws+of+Thunder+Junction/Trash+the+Town#paper, green,1
41,Urborg Repossession,price/Dominaria+United/Urborg+Repossession#paper, black,1
42,Abrupt Decay,price/Breaking+News/Abrupt+Decay-showcase#paper, black green,1
43,Assassin's Trophy,price/Ravnica+Murders+at+Karlov+Manor/Assassins+Trophy-extended#paper, black green,1
44,Candy Grapple,price/Wilds+of+Eldraine/Candy+Grapple#paper, 1 black,1
45,Go for the Throat,price/The+Brothers+War/Go+for+the+Throat#paper, 1 black,1
46,Heroic Intervention,price/Fallout/Heroic+Intervention-extended#paper, 1 green,1
47,Pillage the Bog,price/Outlaws+of+Thunder+Junction/Pillage+the+Bog#paper, black green,1
48,Tear Asunder,price/Dominaria+United/Tear+Asunder#paper, 1 green,1
49,Three Visits,price/Outlaws+of+Thunder+Junction+Commander/Three+Visits#paper, 1 green,1
50,Witherbloom Command,price/Strixhaven+School+of+Mages/Witherbloom+Command#paper, black green,1
51,Cultivate,price/Dominaria+United+Commander/Cultivate#paper, 2 green,1
52,Driven // Despair,price/Hour+of+Devastation/Driven+Despair#paper, 1 green phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue 1 black,1
53,Vraska's Contempt,price/Ixalan/Vraskas+Contempt#paper, 2 black black,1
54,Casualties of War,price/Fallout/Casualties+of+War#paper, 2 black black green green,1
55,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
56,Chromatic Lantern,price/Outlaws+of+Thunder+Junction+Commander/Chromatic+Lantern#paper, 3,1
57,Commander's Sphere,price/Lost+Caverns+of+Ixalan+Commander/Commanders+Sphere#paper, 3,1
58,Crucible of Worlds,price/Double+Masters+2022/Crucible+of+Worlds#paper, 3,1
59,The Celestus,price/Innistrad+Midnight+Hunt/The+Celestus#paper, 3,1
