,card,link,mana,n
38,Dispatch,price/Fallout/Dispatch#paper, white,1
39,Emerge Unscathed,price/Iconic+Masters/Emerge+Unscathed#paper, white,1
40,Gods Willing,price/Ravnica+Clue+Edition/Gods+Willing#paper, white,1
41,Loran's Escape,price/The+Brothers+War/Lorans+Escape#paper, white,1
42,Path to Exile,price/Outlaws+of+Thunder+Junction+Commander/Path+to+Exile#paper, white,1
43,Surge of Salvation,price/March+of+the+Machine/Surge+of+Salvation#paper, white,1
44,Swords to Plowshares,price/Starter+Commander/Swords+to+Plowshares#paper, white,1
45,Apostle's Blessing,price/Modern+Masters+2015/Apostles+Blessing#paper, 1 hyrid white ,1
46,Boros Charm,price/Outlaws+of+Thunder+Junction+Commander/Boros+Charm#paper, red white,1
47,Crib Swap,price/Commander+Legends+Battle+for+Baldurs+Gate/Crib+Swap#paper, 2 white,1
48,Deafening Clarion,price/Guilds+of+Ravnica/Deafening+Clarion#paper, 1 red white,1
49,Oblation,price/Commander+2021/Oblation#paper, 2 white,1
50,Wear // Tear,price/Fallout/Wear+Tear#paper, 1 red phyrexian hybrid green blue phyrexian hybrid green blue phyrexian hybrid green blue white,1
51,Urza's Ruinous Blast,price/The+Brothers+War+Commander/Urzas+Ruinous+Blast-retro#paper, 4 white,1
52,Eater of Virtue,price/Kamigawa+Neon+Dynasty/Eater+of+Virtue#paper, 1,1
53,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
54,Springleaf Drum,price/The+Brothers+War+Retro+Frame+Artifacts/Springleaf+Drum-retro#paper, 1,1
55,Tarrian's Soulcleaver,price/Lost+Caverns+of+Ixalan/Tarrians+Soulcleaver#paper, 1,1
56,"Anduril, Narsil Reforged",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Anduril+Narsil+Reforged-borderless#paper, 2,1
57,Boros Signet,price/Ravnica+Clue+Edition/Boros+Signet#paper, 2,1
58,Mind Stone,price/Fallout/Mind+Stone#paper, 2,1
59,Mirror of Galadriel,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Mirror+of+Galadriel#paper, 2,1
60,"Sting, the Glinting Dagger",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Sting+the+Glinting+Dagger-borderless#paper, 2,1
61,Swiftfoot Boots,price/The+Brothers+War+Commander/Swiftfoot+Boots-retro#paper, 2,1
62,Talisman of Conviction,price/Ravnica+Murders+at+Karlov+Manor+Commander/Talisman+of+Conviction#paper, 2,1
63,"Anduril, Flame of the West",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth:Foil/Anduril+Flame+of+the+West-786+-+extended#paper, 3,1
64,Relic of Legends,price/Dominaria+United/Relic+of+Legends#paper, 3,1
65,Weatherlight,price/Kamigawa+Neon+Dynasty+Commander/Weatherlight#paper, 4,1
66,Flowering of the White Tree,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Flowering+of+the+White+Tree#paper, white white,1
67,Noble Heritage,price/Commander+Legends+Battle+for+Baldurs+Gate/Noble+Heritage#paper, 1 white,1
68,Flaming Fist,price/Commander+Legends+Battle+for+Baldurs+Gate/Flaming+Fist#paper, 2 white,1
69,Hammer of Purphoros,price/Theros/Hammer+of+Purphoros#paper, 1 red red,1
70,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
71,"Eiganjo, Seat of the Empire",price/Kamigawa+Neon+Dynasty/Eiganjo+Seat+of+the+Empire#paper,,1
72,Forge of Heroes,price/Commander+Masters/Forge+of+Heroes#paper,,1
73,Geier Reach Sanitarium,price/Lost+Caverns+of+Ixalan+Commander/Geier+Reach+Sanitarium#paper,,1
74,Kher Keep,price/Ravnica+Murders+at+Karlov+Manor+Commander/Kher+Keep#paper,,1
75,Mines of Moria,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Mines+of+Moria-borderless#paper,,1
76,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,9
77,Plains,price/Theros+Beyond+Death/Plains-250#paper,,9
78,Rogue's Passage,price/Outlaws+of+Thunder+Junction+Commander/Rogues+Passage#paper,,1
79,Sacred Peaks,price/Ravnica+Murders+at+Karlov+Manor+Commander/Sacred+Peaks#paper,,1
80,Sejiri Steppe,price/Worldwake/Sejiri+Steppe#paper,,1
81,Shivan Gorge,price/Dominaria+United+Commander/Shivan+Gorge#paper,,1
82,Temple of Triumph,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Triumph#paper,,1
83,"Untaidake, the Cloud Keeper",price/Champions+of+Kamigawa/Untaidake+the+Cloud+Keeper#paper,,1
