,card,link,mana,n
34,Fractured Sanity,price/Modern+Horizons+2/Fractured+Sanity-showcase#paper, blue blue blue,1
35,Generous Gift,price/Wilds+of+Eldraine+Commander/Generous+Gift#paper, 2 white,1
36,Idyllic Tutor,price/Theros+Beyond+Death/Idyllic+Tutor#paper, 2 white,1
37,Aetherize,price/Ravnica+Remastered/Aetherize-retro#paper, 3 blue,1
38,Wash Out,price/Double+Masters+2022/Wash+Out#paper, 3 blue,1
39,Traumatize,price/Magic+2010/Traumatize#paper, 3 blue blue,1
40,Approach of the Second Sun,price/Amonkhet/Approach+of+the+Second+Sun#paper, 6 white,1
41,Aether Spellbomb,price/Jumpstart+2022/Aether+Spellbomb#paper, 1,1
42,Grindstone,price/Breaking+News/Grindstone-showcase#paper, 1,1
43,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
44,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
45,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
46,Norn's Annex,price/Commander+Masters/Norns+Annex#paper, 3 hyrid white  hyrid white ,1
47,God-Pharaoh's Statue,price/War+of+the+Spark/God-Pharaohs+Statue#paper, 6,1
48,Court of Cunning,price/Commander+Legends/Court+of+Cunning#paper, 1 blue blue,1
49,Fraying Sanity,price/Fallout/Fraying+Sanity#paper, 2 blue,1
50,Ghostly Prison,price/Ravnica+Murders+at+Karlov+Manor+Commander/Ghostly+Prison#paper, 2 white,1
51,Memory Erosion,price/Commander/Memory+Erosion#paper, 1 blue blue,1
52,Propaganda,price/Outlaws+of+Thunder+Junction+Commander/Propaganda#paper, 2 blue,1
53,Psychic Corrosion,price/Core+Set+2019/Psychic+Corrosion#paper, 2 blue,1
54,Sphinx's Tutelage,price/Magic+Origins/Sphinxs+Tutelage#paper, 2 blue,1
55,Collective Restraint,price/The+List/Collective+Restraint#paper, 3 blue,1
56,Court of Vantress,price/Wilds+of+Eldraine+Commander/Court+of+Vantress-extended#paper, 2 blue blue,1
57,Dream Tides,price/Visions/Dream+Tides#paper, 2 blue blue,1
58,Pendrell Mists,price/Weatherlight/Pendrell+Mists#paper, 3 blue,1
59,Mystic Barrier,price/Commander+2013+Edition/Mystic+Barrier#paper, 4 white,1
60,Sphere of Safety,price/Ravnica+Remastered:Foil/Sphere+of+Safety-retro#paper, 4 white,1
61,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
62,Evolving Wilds,price/Jumpstart+2022/Evolving+Wilds#paper,,1
63,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
64,Island,price/Theros+Beyond+Death/Island-251#paper,,14
65,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
66,Plains,price/Theros+Beyond+Death/Plains-250#paper,,21
