,card,link,mana,n
59,Canyon Slough,price/Outlaws+of+Thunder+Junction+Commander/Canyon+Slough#paper,,1
60,Choked Estuary,price/Lost+Caverns+of+Ixalan+Commander/Choked+Estuary#paper,,1
61,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
62,Crumbling Necropolis,price/Lost+Caverns+of+Ixalan+Commander/Crumbling+Necropolis#paper,,1
63,Darkwater Catacombs,price/Outlaws+of+Thunder+Junction+Commander/Darkwater+Catacombs#paper,,1
64,Dismal Backwater,price/Starter+Commander/Dismal+Backwater#paper,,1
65,Dragonskull Summit,price/Outlaws+of+Thunder+Junction+Commander/Dragonskull+Summit#paper,,1
66,Drossforge Bridge,price/Modern+Horizons+2/Drossforge+Bridge#paper,,1
67,Drowned Catacomb,price/Outlaws+of+Thunder+Junction+Commander/Drowned+Catacomb#paper,,1
68,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
69,Haunted Ridge,price/Doctor+Who/Haunted+Ridge#paper,,1
70,Island,price/Theros+Beyond+Death/Island-251#paper,,6
71,Karn's Bastion,price/March+of+the+Machine+Commander/Karns+Bastion#paper,,1
72,Mistvault Bridge,price/Modern+Horizons+2/Mistvault+Bridge#paper,,1
73,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,7
74,Ominous Cemetery,price/Doctor+Who/Ominous+Cemetery#paper,,1
75,Reliquary Tower,price/Outlaws+of+Thunder+Junction+Commander/Reliquary+Tower#paper,,1
76,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
77,Spire of Industry,price/Ravnica+Murders+at+Karlov+Manor+Commander/Spire+of+Industry#paper,,1
78,Stormcarved Coast,price/Doctor+Who/Stormcarved+Coast#paper,,1
79,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,6
80,Temple of Deceit,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Deceit#paper,,1
81,Temple of Epiphany,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Epiphany#paper,,1
82,Temple of Malice,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Malice#paper,,1
83,Trenzalore Clocktower,price/Doctor+Who/Trenzalore+Clocktower#paper,,1
