,card,link,mana,n
47,"Too Greedily, Too Deep",price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Too+Greedily+Too+Deep#paper, 5 black red,1
48,Decree of Pain,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Decree+of+Pain#paper, 6 black black,1
49,Blasphemous Act,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Blasphemous+Act#paper, 8 red,1
50,Everflowing Chalice,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Everflowing+Chalice#paper, 0,1
51,Sol Ring,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Sol+Ring-Sauron#paper, 1,1
52,Arcane Signet,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Arcane+Signet#paper, 2,1
53,Mind Stone,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Mind+Stone#paper, 2,1
54,Basalt Monolith,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Basalt+Monolith#paper, 3,1
55,Commander's Sphere,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Commanders+Sphere#paper, 3,1
56,Worn Powerstone,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Worn+Powerstone#paper, 3,1
57,Relic of Sauron,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Relic+of+Sauron#paper, 4,1
58,Fiery Inscription,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Fiery+Inscription#paper, 2 red,1
59,Shiny Impetus,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Shiny+Impetus#paper, 2 red,1
60,Revenge of Ravens,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Revenge+of+Ravens#paper, 3 black,1
61,In the Darkness Bind Them,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/In+the+Darkness+Bind+Them#paper, 2 blue black red,1
62,Choked Estuary,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Choked+Estuary#paper,,1
63,Command Tower,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Command+Tower#paper,,1
64,Crumbling Necropolis,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Crumbling+Necropolis#paper,,1
65,Desolate Lighthouse,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Desolate+Lighthouse#paper,,1
66,Dragonskull Summit,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Dragonskull+Summit#paper,,1
67,Drowned Catacomb,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Drowned+Catacomb#paper,,1
68,Evolving Wilds,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Evolving+Wilds#paper,,1
69,Field of Ruin,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Field+of+Ruin#paper,,1
70,Foreboding Ruins,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Foreboding+Ruins#paper,,1
71,Frostboil Snarl,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Frostboil+Snarl#paper,,1
72,Island,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Island-264#paper,,6
73,Mountain,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Mountain-268#paper,,7
74,Path of Ancestry,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Path+of+Ancestry#paper,,1
75,Rogue's Passage,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Rogues+Passage#paper,,1
76,Smoldering Marsh,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Smoldering+Marsh#paper,,1
77,Sulfur Falls,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Sulfur+Falls#paper,,1
78,Sulfurous Springs,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Sulfurous+Springs#paper,,1
79,Sunken Hollow,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Sunken+Hollow#paper,,1
80,Swamp,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/Swamp-266#paper,,6
81,Terramorphic Expanse,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Terramorphic+Expanse#paper,,1
82,The Black Gate,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/The+Black+Gate#paper,,1
83,Underground River,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Underground+River#paper,,1
